step,tokens,loss,model
440,57671680,7.431,new_svroute_fullinput_4e_top1
450,58982400,7.3879,new_svroute_fullinput_4e_top1
460,60293120,7.3583,new_svroute_fullinput_4e_top1
470,61603840,7.354,new_svroute_fullinput_4e_top1
480,62914560,7.2515,new_svroute_fullinput_4e_top1
490,64225280,7.2424,new_svroute_fullinput_4e_top1
500,65536000,7.2371,new_svroute_fullinput_4e_top1
510,66846720,7.1539,new_svroute_fullinput_4e_top1
520,68157440,7.1706,new_svroute_fullinput_4e_top1
530,69468160,7.1158,new_svroute_fullinput_4e_top1
540,70778880,7.0848,new_svroute_fullinput_4e_top1
550,72089600,7.0647,new_svroute_fullinput_4e_top1
560,73400320,7.0209,new_svroute_fullinput_4e_top1
570,74711040,7.016,new_svroute_fullinput_4e_top1
580,76021760,6.9854,new_svroute_fullinput_4e_top1
590,77332480,6.972,new_svroute_fullinput_4e_top1
600,78643200,6.92,new_svroute_fullinput_4e_top1
610,79953920,6.8723,new_svroute_fullinput_4e_top1
620,81264640,6.8838,new_svroute_fullinput_4e_top1
630,82575360,6.9331,new_svroute_fullinput_4e_top1
640,83886080,6.82,new_svroute_fullinput_4e_top1
650,85196800,6.8301,new_svroute_fullinput_4e_top1
660,86507520,6.7914,new_svroute_fullinput_4e_top1
670,87818240,6.6958,new_svroute_fullinput_4e_top1
680,89128960,6.7233,new_svroute_fullinput_4e_top1
690,90439680,6.7015,new_svroute_fullinput_4e_top1
700,91750400,6.7022,new_svroute_fullinput_4e_top1
710,93061120,6.6203,new_svroute_fullinput_4e_top1
720,94371840,6.6068,new_svroute_fullinput_4e_top1
730,95682560,6.6063,new_svroute_fullinput_4e_top1
740,96993280,6.6113,new_svroute_fullinput_4e_top1
750,98304000,6.5052,new_svroute_fullinput_4e_top1
760,99614720,6.5504,new_svroute_fullinput_4e_top1
770,100925440,6.5522,new_svroute_fullinput_4e_top1
780,102236160,6.5492,new_svroute_fullinput_4e_top1
790,103546880,6.4605,new_svroute_fullinput_4e_top1
800,104857600,6.4113,new_svroute_fullinput_4e_top1
810,106168320,6.4068,new_svroute_fullinput_4e_top1
820,107479040,6.4447,new_svroute_fullinput_4e_top1
830,108789760,6.4376,new_svroute_fullinput_4e_top1
840,110100480,6.3453,new_svroute_fullinput_4e_top1
850,111411200,6.362,new_svroute_fullinput_4e_top1
860,112721920,6.4276,new_svroute_fullinput_4e_top1
870,114032640,6.3917,new_svroute_fullinput_4e_top1
880,115343360,6.4039,new_svroute_fullinput_4e_top1
890,116654080,6.2958,new_svroute_fullinput_4e_top1
900,117964800,6.2627,new_svroute_fullinput_4e_top1
910,119275520,6.2648,new_svroute_fullinput_4e_top1
920,120586240,6.3156,new_svroute_fullinput_4e_top1
930,121896960,6.2082,new_svroute_fullinput_4e_top1
940,123207680,6.2549,new_svroute_fullinput_4e_top1
950,124518400,6.1985,new_svroute_fullinput_4e_top1
960,125829120,6.2203,new_svroute_fullinput_4e_top1
970,127139840,6.282,new_svroute_fullinput_4e_top1
980,128450560,6.1938,new_svroute_fullinput_4e_top1
990,129761280,6.1518,new_svroute_fullinput_4e_top1
1000,131072000,6.1135,new_svroute_fullinput_4e_top1
1010,132382720,6.1219,new_svroute_fullinput_4e_top1
1020,133693440,6.0801,new_svroute_fullinput_4e_top1
1030,135004160,6.0853,new_svroute_fullinput_4e_top1
1040,136314880,6.103,new_svroute_fullinput_4e_top1
1050,137625600,6.1292,new_svroute_fullinput_4e_top1
1060,138936320,6.0612,new_svroute_fullinput_4e_top1
1070,140247040,6.0609,new_svroute_fullinput_4e_top1
1080,141557760,6.0655,new_svroute_fullinput_4e_top1
1090,142868480,6.0892,new_svroute_fullinput_4e_top1
1100,144179200,5.9943,new_svroute_fullinput_4e_top1
1110,145489920,6.0084,new_svroute_fullinput_4e_top1
1120,146800640,6.0003,new_svroute_fullinput_4e_top1
1130,148111360,5.9556,new_svroute_fullinput_4e_top1
1140,149422080,5.9119,new_svroute_fullinput_4e_top1
1150,150732800,5.9564,new_svroute_fullinput_4e_top1
1160,152043520,5.9892,new_svroute_fullinput_4e_top1
1170,153354240,5.9767,new_svroute_fullinput_4e_top1
1180,154664960,5.8904,new_svroute_fullinput_4e_top1
1190,155975680,5.8753,new_svroute_fullinput_4e_top1
1200,157286400,5.9071,new_svroute_fullinput_4e_top1
1210,158597120,5.8794,new_svroute_fullinput_4e_top1
1220,159907840,5.8884,new_svroute_fullinput_4e_top1
1230,161218560,5.8681,new_svroute_fullinput_4e_top1
1240,162529280,5.8497,new_svroute_fullinput_4e_top1
1250,163840000,5.8709,new_svroute_fullinput_4e_top1
1260,165150720,5.7727,new_svroute_fullinput_4e_top1
1270,166461440,5.7569,new_svroute_fullinput_4e_top1
1280,167772160,5.7811,new_svroute_fullinput_4e_top1
1290,169082880,5.7777,new_svroute_fullinput_4e_top1
1300,170393600,5.7487,new_svroute_fullinput_4e_top1
1310,171704320,5.7808,new_svroute_fullinput_4e_top1
1320,173015040,5.7419,new_svroute_fullinput_4e_top1
1330,174325760,5.738,new_svroute_fullinput_4e_top1
1340,175636480,5.7185,new_svroute_fullinput_4e_top1
1350,176947200,5.6713,new_svroute_fullinput_4e_top1
1360,178257920,5.6451,new_svroute_fullinput_4e_top1
1370,179568640,5.6923,new_svroute_fullinput_4e_top1
1380,180879360,5.725,new_svroute_fullinput_4e_top1
1390,182190080,5.708,new_svroute_fullinput_4e_top1
1400,183500800,5.7132,new_svroute_fullinput_4e_top1
1410,184811520,5.6211,new_svroute_fullinput_4e_top1
1420,186122240,5.6187,new_svroute_fullinput_4e_top1
1430,187432960,5.6485,new_svroute_fullinput_4e_top1
1440,188743680,5.5935,new_svroute_fullinput_4e_top1
1450,190054400,5.5824,new_svroute_fullinput_4e_top1
1460,191365120,5.6043,new_svroute_fullinput_4e_top1
1470,192675840,5.6007,new_svroute_fullinput_4e_top1
1480,193986560,5.6155,new_svroute_fullinput_4e_top1
1490,195297280,5.5391,new_svroute_fullinput_4e_top1
1500,196608000,5.5682,new_svroute_fullinput_4e_top1
1510,197918720,5.5321,new_svroute_fullinput_4e_top1
1520,199229440,5.5504,new_svroute_fullinput_4e_top1
1530,200540160,5.5107,new_svroute_fullinput_4e_top1
1540,201850880,5.4948,new_svroute_fullinput_4e_top1
1550,203161600,5.5422,new_svroute_fullinput_4e_top1
1560,204472320,5.4922,new_svroute_fullinput_4e_top1
1570,205783040,5.5522,new_svroute_fullinput_4e_top1
1580,207093760,5.5311,new_svroute_fullinput_4e_top1
1590,208404480,5.4677,new_svroute_fullinput_4e_top1
1600,209715200,5.4588,new_svroute_fullinput_4e_top1
1610,211025920,5.4442,new_svroute_fullinput_4e_top1
1620,212336640,5.484,new_svroute_fullinput_4e_top1
1630,213647360,5.4041,new_svroute_fullinput_4e_top1
1640,214958080,5.4629,new_svroute_fullinput_4e_top1
1650,216268800,5.3737,new_svroute_fullinput_4e_top1
1660,217579520,5.406,new_svroute_fullinput_4e_top1
1670,218890240,5.3975,new_svroute_fullinput_4e_top1
1680,220200960,5.3786,new_svroute_fullinput_4e_top1
1690,221511680,5.3616,new_svroute_fullinput_4e_top1
1700,222822400,5.3295,new_svroute_fullinput_4e_top1
1710,224133120,5.3867,new_svroute_fullinput_4e_top1
1720,225443840,5.4004,new_svroute_fullinput_4e_top1
1730,226754560,5.3534,new_svroute_fullinput_4e_top1
1740,228065280,5.4149,new_svroute_fullinput_4e_top1
1750,229376000,5.3159,new_svroute_fullinput_4e_top1
1760,230686720,5.3071,new_svroute_fullinput_4e_top1
1770,231997440,5.3088,new_svroute_fullinput_4e_top1
1780,233308160,5.3271,new_svroute_fullinput_4e_top1
1790,234618880,5.3207,new_svroute_fullinput_4e_top1
1800,235929600,5.2333,new_svroute_fullinput_4e_top1
1810,237240320,5.2281,new_svroute_fullinput_4e_top1
1820,238551040,5.2708,new_svroute_fullinput_4e_top1
1830,239861760,5.253,new_svroute_fullinput_4e_top1
1840,241172480,5.3162,new_svroute_fullinput_4e_top1
1850,242483200,5.2262,new_svroute_fullinput_4e_top1
1860,243793920,5.2912,new_svroute_fullinput_4e_top1
1870,245104640,5.2313,new_svroute_fullinput_4e_top1
1880,246415360,5.1806,new_svroute_fullinput_4e_top1
1890,247726080,5.2069,new_svroute_fullinput_4e_top1
1900,249036800,5.1764,new_svroute_fullinput_4e_top1
1910,250347520,5.2017,new_svroute_fullinput_4e_top1
1920,251658240,5.1849,new_svroute_fullinput_4e_top1
1930,252968960,5.2106,new_svroute_fullinput_4e_top1
1940,254279680,5.1864,new_svroute_fullinput_4e_top1
1950,255590400,5.1928,new_svroute_fullinput_4e_top1
1960,256901120,5.1449,new_svroute_fullinput_4e_top1
1970,258211840,5.1531,new_svroute_fullinput_4e_top1
1980,259522560,5.052,new_svroute_fullinput_4e_top1
1990,260833280,5.1356,new_svroute_fullinput_4e_top1
2000,262144000,5.1448,new_svroute_fullinput_4e_top1
2010,263454720,5.057,new_svroute_fullinput_4e_top1
2020,264765440,5.0583,new_svroute_fullinput_4e_top1
2030,266076160,5.1349,new_svroute_fullinput_4e_top1
2040,267386880,5.0786,new_svroute_fullinput_4e_top1
2050,268697600,5.1005,new_svroute_fullinput_4e_top1
2060,270008320,5.0761,new_svroute_fullinput_4e_top1
2070,271319040,5.048,new_svroute_fullinput_4e_top1
2080,272629760,5.1041,new_svroute_fullinput_4e_top1
2090,273940480,5.0417,new_svroute_fullinput_4e_top1
2100,275251200,5.0487,new_svroute_fullinput_4e_top1
2110,276561920,5.0748,new_svroute_fullinput_4e_top1
2120,277872640,5.052,new_svroute_fullinput_4e_top1
2130,279183360,5.0606,new_svroute_fullinput_4e_top1
2140,280494080,5.0302,new_svroute_fullinput_4e_top1
2150,281804800,4.9867,new_svroute_fullinput_4e_top1
2160,283115520,4.988,new_svroute_fullinput_4e_top1
2170,284426240,4.9899,new_svroute_fullinput_4e_top1
2180,285736960,4.9567,new_svroute_fullinput_4e_top1
2190,287047680,4.9376,new_svroute_fullinput_4e_top1
2200,288358400,4.9731,new_svroute_fullinput_4e_top1
2210,289669120,5.0181,new_svroute_fullinput_4e_top1
2220,290979840,4.9552,new_svroute_fullinput_4e_top1
2230,292290560,4.9715,new_svroute_fullinput_4e_top1
2240,293601280,4.9134,new_svroute_fullinput_4e_top1
2250,294912000,4.9983,new_svroute_fullinput_4e_top1
2260,296222720,4.9088,new_svroute_fullinput_4e_top1
2270,297533440,4.9147,new_svroute_fullinput_4e_top1
2280,298844160,4.9525,new_svroute_fullinput_4e_top1
2290,300154880,4.9295,new_svroute_fullinput_4e_top1
2300,301465600,4.9726,new_svroute_fullinput_4e_top1
2310,302776320,4.9453,new_svroute_fullinput_4e_top1
2320,304087040,4.8632,new_svroute_fullinput_4e_top1
2330,305397760,4.9074,new_svroute_fullinput_4e_top1
2340,306708480,4.9119,new_svroute_fullinput_4e_top1
2350,308019200,4.8948,new_svroute_fullinput_4e_top1
2360,309329920,4.8581,new_svroute_fullinput_4e_top1
2370,310640640,4.8432,new_svroute_fullinput_4e_top1
2380,311951360,4.8291,new_svroute_fullinput_4e_top1
2390,313262080,4.8447,new_svroute_fullinput_4e_top1
2400,314572800,4.8637,new_svroute_fullinput_4e_top1
2410,315883520,4.9087,new_svroute_fullinput_4e_top1
2420,317194240,4.8582,new_svroute_fullinput_4e_top1
2430,318504960,4.8396,new_svroute_fullinput_4e_top1
2440,319815680,4.8956,new_svroute_fullinput_4e_top1
2450,321126400,4.7912,new_svroute_fullinput_4e_top1
2460,322437120,4.8441,new_svroute_fullinput_4e_top1
2470,323747840,4.8454,new_svroute_fullinput_4e_top1
2480,325058560,4.7849,new_svroute_fullinput_4e_top1
2490,326369280,4.7857,new_svroute_fullinput_4e_top1
2500,327680000,4.822,new_svroute_fullinput_4e_top1
2510,328990720,4.7935,new_svroute_fullinput_4e_top1
2520,330301440,4.7914,new_svroute_fullinput_4e_top1
2530,331612160,4.8136,new_svroute_fullinput_4e_top1
2540,332922880,4.8023,new_svroute_fullinput_4e_top1
2550,334233600,4.7881,new_svroute_fullinput_4e_top1
2560,335544320,4.7723,new_svroute_fullinput_4e_top1
2570,336855040,4.7542,new_svroute_fullinput_4e_top1
2580,338165760,4.8357,new_svroute_fullinput_4e_top1
2590,339476480,4.7223,new_svroute_fullinput_4e_top1
2600,340787200,4.7684,new_svroute_fullinput_4e_top1
2610,342097920,4.7868,new_svroute_fullinput_4e_top1
2620,343408640,4.7814,new_svroute_fullinput_4e_top1
2630,344719360,4.6862,new_svroute_fullinput_4e_top1
2640,346030080,4.6621,new_svroute_fullinput_4e_top1
2650,347340800,4.7846,new_svroute_fullinput_4e_top1
2660,348651520,4.7608,new_svroute_fullinput_4e_top1
2670,349962240,4.7268,new_svroute_fullinput_4e_top1
2680,351272960,4.685,new_svroute_fullinput_4e_top1
2690,352583680,4.7584,new_svroute_fullinput_4e_top1
2700,353894400,4.6927,new_svroute_fullinput_4e_top1
2710,355205120,4.6571,new_svroute_fullinput_4e_top1
2720,356515840,4.7409,new_svroute_fullinput_4e_top1
2730,357826560,4.6803,new_svroute_fullinput_4e_top1
2740,359137280,4.7106,new_svroute_fullinput_4e_top1
2750,360448000,4.6653,new_svroute_fullinput_4e_top1
2760,361758720,4.6995,new_svroute_fullinput_4e_top1
2770,363069440,4.6692,new_svroute_fullinput_4e_top1
2780,364380160,4.6632,new_svroute_fullinput_4e_top1
2790,365690880,4.6742,new_svroute_fullinput_4e_top1
2800,367001600,4.7162,new_svroute_fullinput_4e_top1
2810,368312320,4.7504,new_svroute_fullinput_4e_top1
2820,369623040,4.6948,new_svroute_fullinput_4e_top1
2830,370933760,4.6567,new_svroute_fullinput_4e_top1
2840,372244480,4.658,new_svroute_fullinput_4e_top1
2850,373555200,4.635,new_svroute_fullinput_4e_top1
2860,374865920,4.6911,new_svroute_fullinput_4e_top1
2870,376176640,4.6508,new_svroute_fullinput_4e_top1
2880,377487360,4.6658,new_svroute_fullinput_4e_top1
2890,378798080,4.561,new_svroute_fullinput_4e_top1
2900,380108800,4.6263,new_svroute_fullinput_4e_top1
2910,381419520,4.653,new_svroute_fullinput_4e_top1
2920,382730240,4.6207,new_svroute_fullinput_4e_top1
2930,384040960,4.6104,new_svroute_fullinput_4e_top1
2940,385351680,4.6541,new_svroute_fullinput_4e_top1
2950,386662400,4.6331,new_svroute_fullinput_4e_top1
2960,387973120,4.6658,new_svroute_fullinput_4e_top1
2970,389283840,4.5946,new_svroute_fullinput_4e_top1
2980,390594560,4.6259,new_svroute_fullinput_4e_top1
2990,391905280,4.6476,new_svroute_fullinput_4e_top1
3000,393216000,4.6057,new_svroute_fullinput_4e_top1
3010,394526720,4.6706,new_svroute_fullinput_4e_top1
3020,395837440,4.6255,new_svroute_fullinput_4e_top1
3030,397148160,4.5911,new_svroute_fullinput_4e_top1
3040,398458880,4.6111,new_svroute_fullinput_4e_top1
3050,399769600,4.6152,new_svroute_fullinput_4e_top1
3060,401080320,4.5938,new_svroute_fullinput_4e_top1
3070,402391040,4.5681,new_svroute_fullinput_4e_top1
3080,403701760,4.612,new_svroute_fullinput_4e_top1
3090,405012480,4.6176,new_svroute_fullinput_4e_top1
3100,406323200,4.5828,new_svroute_fullinput_4e_top1
3110,407633920,4.5684,new_svroute_fullinput_4e_top1
3120,408944640,4.6186,new_svroute_fullinput_4e_top1
3130,410255360,4.5597,new_svroute_fullinput_4e_top1
3140,411566080,4.5716,new_svroute_fullinput_4e_top1
3150,412876800,4.5698,new_svroute_fullinput_4e_top1
3160,414187520,4.5525,new_svroute_fullinput_4e_top1
3170,415498240,4.5421,new_svroute_fullinput_4e_top1
3180,416808960,4.5386,new_svroute_fullinput_4e_top1
3190,418119680,4.4856,new_svroute_fullinput_4e_top1
3200,419430400,4.5298,new_svroute_fullinput_4e_top1
3210,420741120,4.5538,new_svroute_fullinput_4e_top1
3220,422051840,4.545,new_svroute_fullinput_4e_top1
3230,423362560,4.4802,new_svroute_fullinput_4e_top1
3240,424673280,4.5161,new_svroute_fullinput_4e_top1
3250,425984000,4.4902,new_svroute_fullinput_4e_top1
3260,427294720,4.5236,new_svroute_fullinput_4e_top1
3270,428605440,4.5451,new_svroute_fullinput_4e_top1
3280,429916160,4.5304,new_svroute_fullinput_4e_top1
3290,431226880,4.5648,new_svroute_fullinput_4e_top1
3300,432537600,4.4763,new_svroute_fullinput_4e_top1
3310,433848320,4.528,new_svroute_fullinput_4e_top1
3320,435159040,4.4776,new_svroute_fullinput_4e_top1
3330,436469760,4.5464,new_svroute_fullinput_4e_top1
3340,437780480,4.4395,new_svroute_fullinput_4e_top1
3350,439091200,4.5474,new_svroute_fullinput_4e_top1
3360,440401920,4.507,new_svroute_fullinput_4e_top1
3370,441712640,4.554,new_svroute_fullinput_4e_top1
3380,443023360,4.4561,new_svroute_fullinput_4e_top1
3390,444334080,4.5166,new_svroute_fullinput_4e_top1
3400,445644800,4.4143,new_svroute_fullinput_4e_top1
3410,446955520,4.5106,new_svroute_fullinput_4e_top1
3420,448266240,4.4402,new_svroute_fullinput_4e_top1
3430,449576960,4.4362,new_svroute_fullinput_4e_top1
3440,450887680,4.498,new_svroute_fullinput_4e_top1
3450,452198400,4.444,new_svroute_fullinput_4e_top1
3460,453509120,4.4782,new_svroute_fullinput_4e_top1
3470,454819840,4.4713,new_svroute_fullinput_4e_top1
3480,456130560,4.4425,new_svroute_fullinput_4e_top1
3490,457441280,4.4933,new_svroute_fullinput_4e_top1
3500,458752000,4.5007,new_svroute_fullinput_4e_top1
3510,460062720,4.47,new_svroute_fullinput_4e_top1
3520,461373440,4.4684,new_svroute_fullinput_4e_top1
3530,462684160,4.469,new_svroute_fullinput_4e_top1
3540,463994880,4.4504,new_svroute_fullinput_4e_top1
3550,465305600,4.4994,new_svroute_fullinput_4e_top1
3560,466616320,4.4921,new_svroute_fullinput_4e_top1
3570,467927040,4.4934,new_svroute_fullinput_4e_top1
3580,469237760,4.4211,new_svroute_fullinput_4e_top1
3590,470548480,4.4677,new_svroute_fullinput_4e_top1
3600,471859200,4.3973,new_svroute_fullinput_4e_top1
3610,473169920,4.4343,new_svroute_fullinput_4e_top1
3620,474480640,4.415,new_svroute_fullinput_4e_top1
3630,475791360,4.4191,new_svroute_fullinput_4e_top1
3640,477102080,4.445,new_svroute_fullinput_4e_top1
3650,478412800,4.3899,new_svroute_fullinput_4e_top1
3660,479723520,4.4016,new_svroute_fullinput_4e_top1
3670,481034240,4.4755,new_svroute_fullinput_4e_top1
3680,482344960,4.4276,new_svroute_fullinput_4e_top1
3690,483655680,4.4317,new_svroute_fullinput_4e_top1
3700,484966400,4.4096,new_svroute_fullinput_4e_top1
3710,486277120,4.4132,new_svroute_fullinput_4e_top1
3720,487587840,4.3639,new_svroute_fullinput_4e_top1
3730,488898560,4.3673,new_svroute_fullinput_4e_top1
3740,490209280,4.3793,new_svroute_fullinput_4e_top1
3750,491520000,4.3581,new_svroute_fullinput_4e_top1
3760,492830720,4.3756,new_svroute_fullinput_4e_top1
3770,494141440,4.4036,new_svroute_fullinput_4e_top1
3780,495452160,4.4165,new_svroute_fullinput_4e_top1
3790,496762880,4.4014,new_svroute_fullinput_4e_top1
3800,498073600,4.4235,new_svroute_fullinput_4e_top1
3810,499384320,4.3671,new_svroute_fullinput_4e_top1
3820,500695040,4.3514,new_svroute_fullinput_4e_top1
3830,502005760,4.3834,new_svroute_fullinput_4e_top1
3840,503316480,4.3882,new_svroute_fullinput_4e_top1
3850,504627200,4.4014,new_svroute_fullinput_4e_top1
3860,505937920,4.4247,new_svroute_fullinput_4e_top1
3870,507248640,4.421,new_svroute_fullinput_4e_top1
3880,508559360,4.2971,new_svroute_fullinput_4e_top1
3890,509870080,4.3801,new_svroute_fullinput_4e_top1
3900,511180800,4.3681,new_svroute_fullinput_4e_top1
3910,512491520,4.3468,new_svroute_fullinput_4e_top1
3920,513802240,4.3903,new_svroute_fullinput_4e_top1
3930,515112960,4.3444,new_svroute_fullinput_4e_top1
3940,516423680,4.3455,new_svroute_fullinput_4e_top1
3950,517734400,4.3183,new_svroute_fullinput_4e_top1
3960,519045120,4.3571,new_svroute_fullinput_4e_top1
3970,520355840,4.386,new_svroute_fullinput_4e_top1
3980,521666560,4.3586,new_svroute_fullinput_4e_top1
3990,522977280,4.381,new_svroute_fullinput_4e_top1
4000,524288000,4.3534,new_svroute_fullinput_4e_top1
4010,525598720,4.3173,new_svroute_fullinput_4e_top1
4020,526909440,4.3336,new_svroute_fullinput_4e_top1
4030,528220160,4.2902,new_svroute_fullinput_4e_top1
4040,529530880,4.3297,new_svroute_fullinput_4e_top1
4050,530841600,4.342,new_svroute_fullinput_4e_top1
4060,532152320,4.3437,new_svroute_fullinput_4e_top1
4070,533463040,4.367,new_svroute_fullinput_4e_top1
4080,534773760,4.3183,new_svroute_fullinput_4e_top1
4090,536084480,4.3389,new_svroute_fullinput_4e_top1
4100,537395200,4.3,new_svroute_fullinput_4e_top1
10,1310720,12.1265,new_svroute_rawcomponent_4e_top1
20,2621440,12.0874,new_svroute_rawcomponent_4e_top1
30,3932160,11.9961,new_svroute_rawcomponent_4e_top1
40,5242880,11.8433,new_svroute_rawcomponent_4e_top1
50,6553600,11.5999,new_svroute_rawcomponent_4e_top1
60,7864320,11.3037,new_svroute_rawcomponent_4e_top1
70,9175040,11.0267,new_svroute_rawcomponent_4e_top1
80,10485760,10.7596,new_svroute_rawcomponent_4e_top1
90,11796480,10.5989,new_svroute_rawcomponent_4e_top1
100,13107200,10.5045,new_svroute_rawcomponent_4e_top1
110,14417920,10.4044,new_svroute_rawcomponent_4e_top1
120,15728640,10.314,new_svroute_rawcomponent_4e_top1
130,17039360,10.2313,new_svroute_rawcomponent_4e_top1
140,18350080,10.1097,new_svroute_rawcomponent_4e_top1
150,19660800,10.0133,new_svroute_rawcomponent_4e_top1
160,20971520,9.9071,new_svroute_rawcomponent_4e_top1
170,22282240,9.8089,new_svroute_rawcomponent_4e_top1
180,23592960,9.7384,new_svroute_rawcomponent_4e_top1
190,24903680,9.5997,new_svroute_rawcomponent_4e_top1
200,26214400,9.491,new_svroute_rawcomponent_4e_top1
210,27525120,9.366,new_svroute_rawcomponent_4e_top1
220,28835840,9.2463,new_svroute_rawcomponent_4e_top1
230,30146560,9.1133,new_svroute_rawcomponent_4e_top1
240,31457280,9.0371,new_svroute_rawcomponent_4e_top1
250,32768000,8.9396,new_svroute_rawcomponent_4e_top1
260,34078720,8.819,new_svroute_rawcomponent_4e_top1
270,35389440,8.6909,new_svroute_rawcomponent_4e_top1
280,36700160,8.5923,new_svroute_rawcomponent_4e_top1
290,38010880,8.4787,new_svroute_rawcomponent_4e_top1
300,39321600,8.3987,new_svroute_rawcomponent_4e_top1
310,40632320,8.2904,new_svroute_rawcomponent_4e_top1
320,41943040,8.1814,new_svroute_rawcomponent_4e_top1
330,43253760,8.1497,new_svroute_rawcomponent_4e_top1
340,44564480,8.0735,new_svroute_rawcomponent_4e_top1
350,45875200,7.9657,new_svroute_rawcomponent_4e_top1
360,47185920,7.8779,new_svroute_rawcomponent_4e_top1
370,48496640,7.8716,new_svroute_rawcomponent_4e_top1
380,49807360,7.8348,new_svroute_rawcomponent_4e_top1
390,51118080,7.7376,new_svroute_rawcomponent_4e_top1
400,52428800,7.7427,new_svroute_rawcomponent_4e_top1
410,53739520,7.7494,new_svroute_rawcomponent_4e_top1
420,55050240,7.6669,new_svroute_rawcomponent_4e_top1
430,56360960,7.6509,new_svroute_rawcomponent_4e_top1
440,57671680,7.6312,new_svroute_rawcomponent_4e_top1
450,58982400,7.5906,new_svroute_rawcomponent_4e_top1
460,60293120,7.5674,new_svroute_rawcomponent_4e_top1
470,61603840,7.572,new_svroute_rawcomponent_4e_top1
480,62914560,7.4743,new_svroute_rawcomponent_4e_top1
490,64225280,7.4629,new_svroute_rawcomponent_4e_top1
500,65536000,7.4594,new_svroute_rawcomponent_4e_top1
510,66846720,7.3806,new_svroute_rawcomponent_4e_top1
520,68157440,7.3993,new_svroute_rawcomponent_4e_top1
530,69468160,7.3412,new_svroute_rawcomponent_4e_top1
540,70778880,7.3116,new_svroute_rawcomponent_4e_top1
550,72089600,7.2813,new_svroute_rawcomponent_4e_top1
560,73400320,7.2462,new_svroute_rawcomponent_4e_top1
570,74711040,7.2171,new_svroute_rawcomponent_4e_top1
580,76021760,7.187,new_svroute_rawcomponent_4e_top1
590,77332480,7.1661,new_svroute_rawcomponent_4e_top1
600,78643200,7.1037,new_svroute_rawcomponent_4e_top1
610,79953920,7.0573,new_svroute_rawcomponent_4e_top1
620,81264640,7.0534,new_svroute_rawcomponent_4e_top1
630,82575360,7.0996,new_svroute_rawcomponent_4e_top1
640,83886080,6.9868,new_svroute_rawcomponent_4e_top1
650,85196800,6.9887,new_svroute_rawcomponent_4e_top1
660,86507520,6.9524,new_svroute_rawcomponent_4e_top1
670,87818240,6.8471,new_svroute_rawcomponent_4e_top1
680,89128960,6.8734,new_svroute_rawcomponent_4e_top1
690,90439680,6.8567,new_svroute_rawcomponent_4e_top1
700,91750400,6.8532,new_svroute_rawcomponent_4e_top1
710,93061120,6.7677,new_svroute_rawcomponent_4e_top1
720,94371840,6.7507,new_svroute_rawcomponent_4e_top1
730,95682560,6.7501,new_svroute_rawcomponent_4e_top1
740,96993280,6.7551,new_svroute_rawcomponent_4e_top1
750,98304000,6.6473,new_svroute_rawcomponent_4e_top1
760,99614720,6.6895,new_svroute_rawcomponent_4e_top1
770,100925440,6.6933,new_svroute_rawcomponent_4e_top1
780,102236160,6.6876,new_svroute_rawcomponent_4e_top1
790,103546880,6.6,new_svroute_rawcomponent_4e_top1
800,104857600,6.5521,new_svroute_rawcomponent_4e_top1
810,106168320,6.5517,new_svroute_rawcomponent_4e_top1
820,107479040,6.5771,new_svroute_rawcomponent_4e_top1
830,108789760,6.5697,new_svroute_rawcomponent_4e_top1
840,110100480,6.4855,new_svroute_rawcomponent_4e_top1
850,111411200,6.4994,new_svroute_rawcomponent_4e_top1
860,112721920,6.5587,new_svroute_rawcomponent_4e_top1
870,114032640,6.5225,new_svroute_rawcomponent_4e_top1
880,115343360,6.5336,new_svroute_rawcomponent_4e_top1
890,116654080,6.4262,new_svroute_rawcomponent_4e_top1
900,117964800,6.3966,new_svroute_rawcomponent_4e_top1
910,119275520,6.4079,new_svroute_rawcomponent_4e_top1
920,120586240,6.4466,new_svroute_rawcomponent_4e_top1
930,121896960,6.3397,new_svroute_rawcomponent_4e_top1
940,123207680,6.3887,new_svroute_rawcomponent_4e_top1
950,124518400,6.3361,new_svroute_rawcomponent_4e_top1
960,125829120,6.3492,new_svroute_rawcomponent_4e_top1
970,127139840,6.4131,new_svroute_rawcomponent_4e_top1
980,128450560,6.3264,new_svroute_rawcomponent_4e_top1
990,129761280,6.2837,new_svroute_rawcomponent_4e_top1
1000,131072000,6.2451,new_svroute_rawcomponent_4e_top1
1010,132382720,6.2504,new_svroute_rawcomponent_4e_top1
1020,133693440,6.2143,new_svroute_rawcomponent_4e_top1
1030,135004160,6.2203,new_svroute_rawcomponent_4e_top1
1040,136314880,6.2332,new_svroute_rawcomponent_4e_top1
1050,137625600,6.2579,new_svroute_rawcomponent_4e_top1
1060,138936320,6.1956,new_svroute_rawcomponent_4e_top1
1070,140247040,6.1904,new_svroute_rawcomponent_4e_top1
1080,141557760,6.2044,new_svroute_rawcomponent_4e_top1
1090,142868480,6.234,new_svroute_rawcomponent_4e_top1
1100,144179200,6.1291,new_svroute_rawcomponent_4e_top1
1110,145489920,6.1412,new_svroute_rawcomponent_4e_top1
1120,146800640,6.1377,new_svroute_rawcomponent_4e_top1
1130,148111360,6.0952,new_svroute_rawcomponent_4e_top1
1140,149422080,6.0544,new_svroute_rawcomponent_4e_top1
