group,dataset,mode,loss,ppl,token_count,seconds,ppl_delta_vs_baseline,ppl_ratio_vs_baseline,time_ratio_vs_baseline,source_csv
topic_ppl,science,qabs8cand3reuse,0.06737743976501065,1.069699148984525,32,2.569423699998879,0.053142,1.052276,6.322409,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\science\ppl_by_mode.csv
topic_ppl,science,lagrefresh2qabs8cand3,0.34956056020644155,1.4184440908387643,32,1.8138623999984702,0.401887,1.395341,4.463250,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\science\ppl_by_mode.csv
topic_ppl,science,lagrefresh4qabs8cand3,0.7613888314257338,2.1412479888737246,32,1.8175015000015264,1.124691,2.106372,4.472204,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\science\ppl_by_mode.csv
topic_ppl,science,qdriftqabs8cand3,0.10547889607144612,1.1112426526898416,32,2.0013900000049034,0.094685,1.093143,4.924686,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\science\ppl_by_mode.csv
topic_ppl,science,qdriftheadqabs8cand3,0.5069874597892294,1.6602819872666277,32,3.002853799996956,0.643725,1.633240,7.388921,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\science\ppl_by_mode.csv
topic_ppl,science,qdriftshareqabs8cand3,0.11227441498283497,1.1188198394503652,32,2.309049600000435,0.102263,1.100597,5.681724,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\science\ppl_by_mode.csv
topic_ppl,science,qdriftcosheadqabs8cand3,0.30001886349475626,1.3498842708707042,32,2.4180263000016566,0.333327,1.327898,5.949875,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\science\ppl_by_mode.csv
topic_ppl,science,pconf50qabs8cand3,2.687925990931376,14.701153953346704,32,2.192869400001655,13.684597,14.461709,5.395847,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\science\ppl_by_mode.csv
topic_ppl,science,baseline,0.016421601801477337,1.0165571774105484,32,0.40639950000331737,0.000000,1.000000,1.000000,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\science\ppl_by_mode.csv
topic_ppl,software,qabs8cand3reuse,0.12643344553180214,1.1347739243877142,32,2.307050799994613,0.133923,1.133809,5.521609,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\software\ppl_by_mode.csv
topic_ppl,software,lagrefresh2qabs8cand3,0.715379619059604,2.044962841797687,32,2.0544925999929546,1.044112,2.043224,4.917146,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\software\ppl_by_mode.csv
topic_ppl,software,lagrefresh4qabs8cand3,1.739942956910454,5.697018437870114,32,2.044031299999915,4.696168,5.692175,4.892108,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\software\ppl_by_mode.csv
topic_ppl,software,qdriftqabs8cand3,0.14822367951455817,1.1597722846535983,32,2.0940284000025713,0.158921,1.158786,5.011769,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\software\ppl_by_mode.csv
topic_ppl,software,qdriftheadqabs8cand3,0.853069219234385,2.346838772189873,32,2.281488700005866,1.345988,2.344843,5.460430,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\software\ppl_by_mode.csv
topic_ppl,software,qdriftshareqabs8cand3,0.18230331803351874,1.199978113687067,32,2.2298966000016662,0.199127,1.198958,5.336951,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\software\ppl_by_mode.csv
topic_ppl,software,qdriftcosheadqabs8cand3,0.8621525293765444,2.368252945164725,32,2.3791385000004084,1.367402,2.366239,5.694141,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\software\ppl_by_mode.csv
topic_ppl,software,pconf50qabs8cand3,4.693887561288648,109.2771768386105,32,2.674241799999436,108.276326,109.184269,6.400430,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\software\ppl_by_mode.csv
topic_ppl,software,baseline,0.0008505668423026691,1.00085092867686,32,0.4178221999973175,0.000000,1.000000,1.000000,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\software\ppl_by_mode.csv
