step,loss,tokens,model
40660,3.3653,5329387520,old_baseline_4e_top1
40670,3.3686,5330698240,old_baseline_4e_top1
40680,3.2406,5332008960,old_baseline_4e_top1
40690,3.3352,5333319680,old_baseline_4e_top1
40700,3.3481,5334630400,old_baseline_4e_top1
40710,3.346,5335941120,old_baseline_4e_top1
40720,3.3261,5337251840,old_baseline_4e_top1
40730,3.2092,5338562560,old_baseline_4e_top1
40740,3.2811,5339873280,old_baseline_4e_top1
40750,3.3073,5341184000,old_baseline_4e_top1
40760,3.3785,5342494720,old_baseline_4e_top1
40770,3.2721,5343805440,old_baseline_4e_top1
40780,3.3529,5345116160,old_baseline_4e_top1
40790,3.313,5346426880,old_baseline_4e_top1
40800,3.4085,5347737600,old_baseline_4e_top1
40810,3.3114,5349048320,old_baseline_4e_top1
40820,3.4053,5350359040,old_baseline_4e_top1
40830,3.3128,5351669760,old_baseline_4e_top1
40840,3.2779,5352980480,old_baseline_4e_top1
40850,3.2854,5354291200,old_baseline_4e_top1
40860,3.3331,5355601920,old_baseline_4e_top1
40870,3.3489,5356912640,old_baseline_4e_top1
40880,3.3407,5358223360,old_baseline_4e_top1
40890,3.286,5359534080,old_baseline_4e_top1
40900,3.3897,5360844800,old_baseline_4e_top1
40910,3.2883,5362155520,old_baseline_4e_top1
40920,3.301,5363466240,old_baseline_4e_top1
40930,3.28,5364776960,old_baseline_4e_top1
40940,3.3434,5366087680,old_baseline_4e_top1
40950,3.33,5367398400,old_baseline_4e_top1
40960,3.2849,5368709120,old_baseline_4e_top1
40970,3.3303,5370019840,old_baseline_4e_top1
40980,3.3542,5371330560,old_baseline_4e_top1
40990,3.3676,5372641280,old_baseline_4e_top1
41000,3.345,5373952000,old_baseline_4e_top1
41010,3.363,5375262720,old_baseline_4e_top1
41020,3.2817,5376573440,old_baseline_4e_top1
41030,3.2801,5377884160,old_baseline_4e_top1
41040,3.3689,5379194880,old_baseline_4e_top1
41050,3.2555,5380505600,old_baseline_4e_top1
41060,3.3171,5381816320,old_baseline_4e_top1
41070,3.3076,5383127040,old_baseline_4e_top1
41080,3.2508,5384437760,old_baseline_4e_top1
41090,3.3169,5385748480,old_baseline_4e_top1
41100,3.3112,5387059200,old_baseline_4e_top1
41110,3.2882,5388369920,old_baseline_4e_top1
41120,3.3236,5389680640,old_baseline_4e_top1
41130,3.4047,5390991360,old_baseline_4e_top1
41140,3.2593,5392302080,old_baseline_4e_top1
41150,3.3289,5393612800,old_baseline_4e_top1
41160,3.2888,5394923520,old_baseline_4e_top1
41170,3.332,5396234240,old_baseline_4e_top1
41180,3.3764,5397544960,old_baseline_4e_top1
41190,3.3975,5398855680,old_baseline_4e_top1
41200,3.2786,5400166400,old_baseline_4e_top1
41210,3.4048,5401477120,old_baseline_4e_top1
41220,3.3047,5402787840,old_baseline_4e_top1
41230,3.3724,5404098560,old_baseline_4e_top1
41240,3.3074,5405409280,old_baseline_4e_top1
41250,3.3203,5406720000,old_baseline_4e_top1
41260,3.2759,5408030720,old_baseline_4e_top1
41270,3.3031,5409341440,old_baseline_4e_top1
41280,3.3773,5410652160,old_baseline_4e_top1
41290,3.3504,5411962880,old_baseline_4e_top1
41300,3.3373,5413273600,old_baseline_4e_top1
41310,3.3064,5414584320,old_baseline_4e_top1
41320,3.3705,5415895040,old_baseline_4e_top1
41330,3.3075,5417205760,old_baseline_4e_top1
41340,3.3642,5418516480,old_baseline_4e_top1
41350,3.3686,5419827200,old_baseline_4e_top1
41360,3.3173,5421137920,old_baseline_4e_top1
41370,3.3776,5422448640,old_baseline_4e_top1
41380,3.2964,5423759360,old_baseline_4e_top1
41390,3.2544,5425070080,old_baseline_4e_top1
41400,3.3004,5426380800,old_baseline_4e_top1
41410,3.3479,5427691520,old_baseline_4e_top1
41420,3.3063,5429002240,old_baseline_4e_top1
41430,3.34,5430312960,old_baseline_4e_top1
41440,3.3475,5431623680,old_baseline_4e_top1
41450,3.3612,5432934400,old_baseline_4e_top1
41460,3.2872,5434245120,old_baseline_4e_top1
41470,3.2585,5435555840,old_baseline_4e_top1
41480,3.3316,5436866560,old_baseline_4e_top1
41490,3.3556,5438177280,old_baseline_4e_top1
41500,3.3652,5439488000,old_baseline_4e_top1
41510,3.3195,5440798720,old_baseline_4e_top1
41520,3.394,5442109440,old_baseline_4e_top1
41530,3.3912,5443420160,old_baseline_4e_top1
41540,3.3223,5444730880,old_baseline_4e_top1
41550,3.3151,5446041600,old_baseline_4e_top1
41560,3.4057,5447352320,old_baseline_4e_top1
41570,3.3333,5448663040,old_baseline_4e_top1
41580,3.3166,5449973760,old_baseline_4e_top1
41590,3.3467,5451284480,old_baseline_4e_top1
41600,3.3132,5452595200,old_baseline_4e_top1
41610,3.3757,5453905920,old_baseline_4e_top1
41620,3.314,5455216640,old_baseline_4e_top1
41630,3.382,5456527360,old_baseline_4e_top1
41640,3.4351,5457838080,old_baseline_4e_top1
41650,3.2839,5459148800,old_baseline_4e_top1
41660,3.345,5460459520,old_baseline_4e_top1
41670,3.3063,5461770240,old_baseline_4e_top1
41680,3.4317,5463080960,old_baseline_4e_top1
41690,3.3497,5464391680,old_baseline_4e_top1
41700,3.2737,5465702400,old_baseline_4e_top1
41710,3.3583,5467013120,old_baseline_4e_top1
41720,3.3767,5468323840,old_baseline_4e_top1
41730,3.3581,5469634560,old_baseline_4e_top1
41740,3.3366,5470945280,old_baseline_4e_top1
41750,3.2658,5472256000,old_baseline_4e_top1
41760,3.32,5473566720,old_baseline_4e_top1
41770,3.3213,5474877440,old_baseline_4e_top1
41780,3.3996,5476188160,old_baseline_4e_top1
41790,3.2753,5477498880,old_baseline_4e_top1
41800,3.366,5478809600,old_baseline_4e_top1
41810,3.306,5480120320,old_baseline_4e_top1
41820,3.3259,5481431040,old_baseline_4e_top1
41830,3.3723,5482741760,old_baseline_4e_top1
41840,3.2392,5484052480,old_baseline_4e_top1
41850,3.3199,5485363200,old_baseline_4e_top1
41860,3.2849,5486673920,old_baseline_4e_top1
41870,3.3179,5487984640,old_baseline_4e_top1
41880,3.3254,5489295360,old_baseline_4e_top1
41890,3.3525,5490606080,old_baseline_4e_top1
41900,3.2542,5491916800,old_baseline_4e_top1
41910,3.3327,5493227520,old_baseline_4e_top1
41920,3.2806,5494538240,old_baseline_4e_top1
41930,3.3265,5495848960,old_baseline_4e_top1
41940,3.2956,5497159680,old_baseline_4e_top1
41950,3.2802,5498470400,old_baseline_4e_top1
41960,3.3373,5499781120,old_baseline_4e_top1
41970,3.3428,5501091840,old_baseline_4e_top1
41980,3.2671,5502402560,old_baseline_4e_top1
41990,3.3223,5503713280,old_baseline_4e_top1
42000,3.2929,5505024000,old_baseline_4e_top1
42010,3.3562,5506334720,old_baseline_4e_top1
42020,3.3274,5507645440,old_baseline_4e_top1
42030,3.3602,5508956160,old_baseline_4e_top1
42040,3.3504,5510266880,old_baseline_4e_top1
42050,3.3262,5511577600,old_baseline_4e_top1
42060,3.263,5512888320,old_baseline_4e_top1
42070,3.2708,5514199040,old_baseline_4e_top1
42080,3.3441,5515509760,old_baseline_4e_top1
42090,3.3112,5516820480,old_baseline_4e_top1
42100,3.3176,5518131200,old_baseline_4e_top1
42110,3.3946,5519441920,old_baseline_4e_top1
42120,3.3303,5520752640,old_baseline_4e_top1
42130,3.3466,5522063360,old_baseline_4e_top1
42140,3.3023,5523374080,old_baseline_4e_top1
42150,3.2814,5524684800,old_baseline_4e_top1
42160,3.2827,5525995520,old_baseline_4e_top1
42170,3.3484,5527306240,old_baseline_4e_top1
42180,3.249,5528616960,old_baseline_4e_top1
42190,3.3119,5529927680,old_baseline_4e_top1
42200,3.3231,5531238400,old_baseline_4e_top1
42210,3.2403,5532549120,old_baseline_4e_top1
42220,3.322,5533859840,old_baseline_4e_top1
42230,3.3082,5535170560,old_baseline_4e_top1
42240,3.2916,5536481280,old_baseline_4e_top1
42250,3.3651,5537792000,old_baseline_4e_top1
42260,3.3735,5539102720,old_baseline_4e_top1
42270,3.31,5540413440,old_baseline_4e_top1
42280,3.336,5541724160,old_baseline_4e_top1
42290,3.3293,5543034880,old_baseline_4e_top1
42300,3.3084,5544345600,old_baseline_4e_top1
42310,3.3209,5545656320,old_baseline_4e_top1
42320,3.3336,5546967040,old_baseline_4e_top1
42330,3.3046,5548277760,old_baseline_4e_top1
42340,3.3306,5549588480,old_baseline_4e_top1
42350,3.3011,5550899200,old_baseline_4e_top1
42360,3.289,5552209920,old_baseline_4e_top1
42370,3.3009,5553520640,old_baseline_4e_top1
42380,3.2843,5554831360,old_baseline_4e_top1
42390,3.3039,5556142080,old_baseline_4e_top1
42400,3.3453,5557452800,old_baseline_4e_top1
42410,3.3423,5558763520,old_baseline_4e_top1
42420,3.3348,5560074240,old_baseline_4e_top1
42430,3.2847,5561384960,old_baseline_4e_top1
42440,3.3346,5562695680,old_baseline_4e_top1
42450,3.2994,5564006400,old_baseline_4e_top1
42460,3.3566,5565317120,old_baseline_4e_top1
42470,3.3273,5566627840,old_baseline_4e_top1
42480,3.2837,5567938560,old_baseline_4e_top1
42490,3.3535,5569249280,old_baseline_4e_top1
42500,3.3658,5570560000,old_baseline_4e_top1
42510,3.3563,5571870720,old_baseline_4e_top1
42520,3.3089,5573181440,old_baseline_4e_top1
42530,3.2651,5574492160,old_baseline_4e_top1
42540,3.3749,5575802880,old_baseline_4e_top1
42550,3.4041,5577113600,old_baseline_4e_top1
42560,3.3125,5578424320,old_baseline_4e_top1
42570,3.3565,5579735040,old_baseline_4e_top1
42580,3.3617,5581045760,old_baseline_4e_top1
42590,3.361,5582356480,old_baseline_4e_top1
42600,3.3108,5583667200,old_baseline_4e_top1
42610,3.3382,5584977920,old_baseline_4e_top1
42620,3.3013,5586288640,old_baseline_4e_top1
42630,3.344,5587599360,old_baseline_4e_top1
42640,3.3633,5588910080,old_baseline_4e_top1
42650,3.448,5590220800,old_baseline_4e_top1
42660,3.3556,5591531520,old_baseline_4e_top1
42670,3.3734,5592842240,old_baseline_4e_top1
42680,3.3472,5594152960,old_baseline_4e_top1
42690,3.3081,5595463680,old_baseline_4e_top1
42700,3.378,5596774400,old_baseline_4e_top1
42710,3.4011,5598085120,old_baseline_4e_top1
42720,3.2695,5599395840,old_baseline_4e_top1
42730,3.2854,5600706560,old_baseline_4e_top1
42740,3.2305,5602017280,old_baseline_4e_top1
42750,3.3293,5603328000,old_baseline_4e_top1
42760,3.4031,5604638720,old_baseline_4e_top1
42770,3.3355,5605949440,old_baseline_4e_top1
42780,3.3321,5607260160,old_baseline_4e_top1
42790,3.3495,5608570880,old_baseline_4e_top1
42800,3.2862,5609881600,old_baseline_4e_top1
42810,3.2441,5611192320,old_baseline_4e_top1
42820,3.3043,5612503040,old_baseline_4e_top1
42830,3.3557,5613813760,old_baseline_4e_top1
42840,3.3094,5615124480,old_baseline_4e_top1
42850,3.2434,5616435200,old_baseline_4e_top1
42860,3.2673,5617745920,old_baseline_4e_top1
42870,3.3151,5619056640,old_baseline_4e_top1
42880,3.332,5620367360,old_baseline_4e_top1
42890,3.3081,5621678080,old_baseline_4e_top1
42900,3.3247,5622988800,old_baseline_4e_top1
42910,3.3375,5624299520,old_baseline_4e_top1
42920,3.3202,5625610240,old_baseline_4e_top1
42930,3.3042,5626920960,old_baseline_4e_top1
42940,3.2548,5628231680,old_baseline_4e_top1
42950,3.3353,5629542400,old_baseline_4e_top1
42960,3.4138,5630853120,old_baseline_4e_top1
42970,3.3835,5632163840,old_baseline_4e_top1
42980,3.3511,5633474560,old_baseline_4e_top1
42990,3.249,5634785280,old_baseline_4e_top1
43000,3.3693,5636096000,old_baseline_4e_top1
43010,3.3883,5637406720,old_baseline_4e_top1
43020,3.2851,5638717440,old_baseline_4e_top1
43030,3.3002,5640028160,old_baseline_4e_top1
43040,3.3829,5641338880,old_baseline_4e_top1
43050,3.3993,5642649600,old_baseline_4e_top1
43060,3.3799,5643960320,old_baseline_4e_top1
43070,3.3305,5645271040,old_baseline_4e_top1
43080,3.3568,5646581760,old_baseline_4e_top1
43090,3.271,5647892480,old_baseline_4e_top1
43100,3.2974,5649203200,old_baseline_4e_top1
43110,3.3243,5650513920,old_baseline_4e_top1
43120,3.3195,5651824640,old_baseline_4e_top1
43130,3.3513,5653135360,old_baseline_4e_top1
43140,3.3387,5654446080,old_baseline_4e_top1
43150,3.3093,5655756800,old_baseline_4e_top1
43160,3.3174,5657067520,old_baseline_4e_top1
43170,3.2803,5658378240,old_baseline_4e_top1
43180,3.3768,5659688960,old_baseline_4e_top1
43190,3.2916,5660999680,old_baseline_4e_top1
43200,3.32,5662310400,old_baseline_4e_top1
43210,3.286,5663621120,old_baseline_4e_top1
43220,3.3556,5664931840,old_baseline_4e_top1
43230,3.2994,5666242560,old_baseline_4e_top1
43240,3.279,5667553280,old_baseline_4e_top1
43250,3.3123,5668864000,old_baseline_4e_top1
43260,3.366,5670174720,old_baseline_4e_top1
43270,3.4242,5671485440,old_baseline_4e_top1
43280,3.337,5672796160,old_baseline_4e_top1
43290,3.3512,5674106880,old_baseline_4e_top1
43300,3.331,5675417600,old_baseline_4e_top1
43310,3.3644,5676728320,old_baseline_4e_top1
43320,3.2778,5678039040,old_baseline_4e_top1
43330,3.3242,5679349760,old_baseline_4e_top1
43340,3.232,5680660480,old_baseline_4e_top1
43350,3.2908,5681971200,old_baseline_4e_top1
43360,3.3236,5683281920,old_baseline_4e_top1
43370,3.4164,5684592640,old_baseline_4e_top1
43380,3.2986,5685903360,old_baseline_4e_top1
43390,3.3768,5687214080,old_baseline_4e_top1
43400,3.2674,5688524800,old_baseline_4e_top1
43410,3.3585,5689835520,old_baseline_4e_top1
43420,3.3406,5691146240,old_baseline_4e_top1
43430,3.2894,5692456960,old_baseline_4e_top1
43440,3.2601,5693767680,old_baseline_4e_top1
43450,3.2665,5695078400,old_baseline_4e_top1
43460,3.3812,5696389120,old_baseline_4e_top1
43470,3.298,5697699840,old_baseline_4e_top1
43480,3.2813,5699010560,old_baseline_4e_top1
43490,3.3284,5700321280,old_baseline_4e_top1
43500,3.3138,5701632000,old_baseline_4e_top1
43510,3.3457,5702942720,old_baseline_4e_top1
43520,3.3082,5704253440,old_baseline_4e_top1
43530,3.3958,5705564160,old_baseline_4e_top1
43540,3.2852,5706874880,old_baseline_4e_top1
43550,3.3027,5708185600,old_baseline_4e_top1
43560,3.3664,5709496320,old_baseline_4e_top1
43570,3.3414,5710807040,old_baseline_4e_top1
43580,3.3002,5712117760,old_baseline_4e_top1
43590,3.3075,5713428480,old_baseline_4e_top1
43600,3.2496,5714739200,old_baseline_4e_top1
43610,3.3261,5716049920,old_baseline_4e_top1
43620,3.2821,5717360640,old_baseline_4e_top1
43630,3.3296,5718671360,old_baseline_4e_top1
43640,3.3699,5719982080,old_baseline_4e_top1
43650,3.3329,5721292800,old_baseline_4e_top1
43660,3.2636,5722603520,old_baseline_4e_top1
43670,3.3549,5723914240,old_baseline_4e_top1
43680,3.2627,5725224960,old_baseline_4e_top1
43690,3.3286,5726535680,old_baseline_4e_top1
43700,3.3571,5727846400,old_baseline_4e_top1
43710,3.2306,5729157120,old_baseline_4e_top1
43720,3.3753,5730467840,old_baseline_4e_top1
43730,3.3602,5731778560,old_baseline_4e_top1
43740,3.3699,5733089280,old_baseline_4e_top1
43750,3.3921,5734400000,old_baseline_4e_top1
43760,3.3052,5735710720,old_baseline_4e_top1
43770,3.198,5737021440,old_baseline_4e_top1
43780,3.3005,5738332160,old_baseline_4e_top1
43790,3.3523,5739642880,old_baseline_4e_top1
43800,3.3261,5740953600,old_baseline_4e_top1
43810,3.3727,5742264320,old_baseline_4e_top1
43820,3.3021,5743575040,old_baseline_4e_top1
43830,3.2412,5744885760,old_baseline_4e_top1
43840,3.2906,5746196480,old_baseline_4e_top1
43850,3.2587,5747507200,old_baseline_4e_top1
43860,3.323,5748817920,old_baseline_4e_top1
43870,3.3312,5750128640,old_baseline_4e_top1
43880,3.2842,5751439360,old_baseline_4e_top1
43890,3.3514,5752750080,old_baseline_4e_top1
43900,3.3113,5754060800,old_baseline_4e_top1
43910,3.3431,5755371520,old_baseline_4e_top1
43920,3.3036,5756682240,old_baseline_4e_top1
43930,3.4066,5757992960,old_baseline_4e_top1
43940,3.2803,5759303680,old_baseline_4e_top1
43950,3.3118,5760614400,old_baseline_4e_top1
43960,3.4159,5761925120,old_baseline_4e_top1
43970,3.3125,5763235840,old_baseline_4e_top1
43980,3.2882,5764546560,old_baseline_4e_top1
43990,3.3559,5765857280,old_baseline_4e_top1
44000,3.2984,5767168000,old_baseline_4e_top1
44010,3.243,5768478720,old_baseline_4e_top1
44020,3.3471,5769789440,old_baseline_4e_top1
44030,3.3262,5771100160,old_baseline_4e_top1
44040,3.3513,5772410880,old_baseline_4e_top1
44050,3.2946,5773721600,old_baseline_4e_top1
44060,3.322,5775032320,old_baseline_4e_top1
44070,3.2956,5776343040,old_baseline_4e_top1
44080,3.3025,5777653760,old_baseline_4e_top1
44090,3.3575,5778964480,old_baseline_4e_top1
44100,3.3589,5780275200,old_baseline_4e_top1
44110,3.3416,5781585920,old_baseline_4e_top1
44120,3.3271,5782896640,old_baseline_4e_top1
44130,3.293,5784207360,old_baseline_4e_top1
44140,3.3428,5785518080,old_baseline_4e_top1
44150,3.2818,5786828800,old_baseline_4e_top1
44160,3.2958,5788139520,old_baseline_4e_top1
44170,3.3459,5789450240,old_baseline_4e_top1
44180,3.32,5790760960,old_baseline_4e_top1
44190,3.3312,5792071680,old_baseline_4e_top1
44200,3.2513,5793382400,old_baseline_4e_top1
44210,3.3768,5794693120,old_baseline_4e_top1
44220,3.3155,5796003840,old_baseline_4e_top1
44230,3.303,5797314560,old_baseline_4e_top1
44240,3.309,5798625280,old_baseline_4e_top1
44250,3.3105,5799936000,old_baseline_4e_top1
44260,3.311,5801246720,old_baseline_4e_top1
44270,3.2852,5802557440,old_baseline_4e_top1
44280,3.3572,5803868160,old_baseline_4e_top1
44290,3.3567,5805178880,old_baseline_4e_top1
44300,3.3397,5806489600,old_baseline_4e_top1
44310,3.3361,5807800320,old_baseline_4e_top1
44320,3.3842,5809111040,old_baseline_4e_top1
44330,3.3322,5810421760,old_baseline_4e_top1
44340,3.2763,5811732480,old_baseline_4e_top1
44350,3.3121,5813043200,old_baseline_4e_top1
44360,3.276,5814353920,old_baseline_4e_top1
44370,3.3378,5815664640,old_baseline_4e_top1
44380,3.3929,5816975360,old_baseline_4e_top1
44390,3.3128,5818286080,old_baseline_4e_top1
44400,3.3262,5819596800,old_baseline_4e_top1
44410,3.4037,5820907520,old_baseline_4e_top1
44420,3.3163,5822218240,old_baseline_4e_top1
44430,3.2793,5823528960,old_baseline_4e_top1
44440,3.2771,5824839680,old_baseline_4e_top1
44450,3.3544,5826150400,old_baseline_4e_top1
44460,3.2841,5827461120,old_baseline_4e_top1
44470,3.2546,5828771840,old_baseline_4e_top1
44480,3.3486,5830082560,old_baseline_4e_top1
44490,3.3263,5831393280,old_baseline_4e_top1
44500,3.3097,5832704000,old_baseline_4e_top1
44510,3.3108,5834014720,old_baseline_4e_top1
44520,3.3694,5835325440,old_baseline_4e_top1
44530,3.2766,5836636160,old_baseline_4e_top1
44540,3.356,5837946880,old_baseline_4e_top1
44550,3.2806,5839257600,old_baseline_4e_top1
44560,3.2988,5840568320,old_baseline_4e_top1
44570,3.3082,5841879040,old_baseline_4e_top1
44580,3.3697,5843189760,old_baseline_4e_top1
44590,3.2616,5844500480,old_baseline_4e_top1
44600,3.2994,5845811200,old_baseline_4e_top1
44610,3.295,5847121920,old_baseline_4e_top1
44620,3.2276,5848432640,old_baseline_4e_top1
44630,3.3119,5849743360,old_baseline_4e_top1
44640,3.3262,5851054080,old_baseline_4e_top1
44650,3.3176,5852364800,old_baseline_4e_top1
44660,3.3112,5853675520,old_baseline_4e_top1
44670,3.3265,5854986240,old_baseline_4e_top1
44680,3.3525,5856296960,old_baseline_4e_top1
44690,3.3672,5857607680,old_baseline_4e_top1
44700,3.3248,5858918400,old_baseline_4e_top1
44710,3.3751,5860229120,old_baseline_4e_top1
44720,3.343,5861539840,old_baseline_4e_top1
44730,3.2441,5862850560,old_baseline_4e_top1
44740,3.2938,5864161280,old_baseline_4e_top1
44750,3.3596,5865472000,old_baseline_4e_top1
44760,3.3421,5866782720,old_baseline_4e_top1
44770,3.3687,5868093440,old_baseline_4e_top1
44780,3.4251,5869404160,old_baseline_4e_top1
44790,3.3192,5870714880,old_baseline_4e_top1
44800,3.3287,5872025600,old_baseline_4e_top1
44810,3.3534,5873336320,old_baseline_4e_top1
44820,3.3494,5874647040,old_baseline_4e_top1
44830,3.3667,5875957760,old_baseline_4e_top1
44840,3.2924,5877268480,old_baseline_4e_top1
44850,3.2681,5878579200,old_baseline_4e_top1
44860,3.3241,5879889920,old_baseline_4e_top1
44870,3.3548,5881200640,old_baseline_4e_top1
44880,3.2905,5882511360,old_baseline_4e_top1
44890,3.3508,5883822080,old_baseline_4e_top1
44900,3.2785,5885132800,old_baseline_4e_top1
44910,3.3295,5886443520,old_baseline_4e_top1
44920,3.3907,5887754240,old_baseline_4e_top1
44930,3.3059,5889064960,old_baseline_4e_top1
44940,3.336,5890375680,old_baseline_4e_top1
44950,3.3584,5891686400,old_baseline_4e_top1
44960,3.3102,5892997120,old_baseline_4e_top1
44970,3.2941,5894307840,old_baseline_4e_top1
44980,3.3012,5895618560,old_baseline_4e_top1
44990,3.3478,5896929280,old_baseline_4e_top1
45000,3.2529,5898240000,old_baseline_4e_top1
45010,3.2947,5899550720,old_baseline_4e_top1
45020,3.3149,5900861440,old_baseline_4e_top1
45030,3.1701,5902172160,old_baseline_4e_top1
45040,3.2994,5903482880,old_baseline_4e_top1
45050,3.2818,5904793600,old_baseline_4e_top1
45060,3.2672,5906104320,old_baseline_4e_top1
45070,3.3069,5907415040,old_baseline_4e_top1
45080,3.2936,5908725760,old_baseline_4e_top1
45090,3.3885,5910036480,old_baseline_4e_top1
45100,3.3319,5911347200,old_baseline_4e_top1
45110,3.3549,5912657920,old_baseline_4e_top1
45120,3.326,5913968640,old_baseline_4e_top1
45130,3.3669,5915279360,old_baseline_4e_top1
45140,3.3012,5916590080,old_baseline_4e_top1
45150,3.3264,5917900800,old_baseline_4e_top1
45160,3.3115,5919211520,old_baseline_4e_top1
45170,3.3773,5920522240,old_baseline_4e_top1
45180,3.3818,5921832960,old_baseline_4e_top1
45190,3.3482,5923143680,old_baseline_4e_top1
45200,3.2014,5924454400,old_baseline_4e_top1
45210,3.3334,5925765120,old_baseline_4e_top1
45220,3.3536,5927075840,old_baseline_4e_top1
45230,3.2618,5928386560,old_baseline_4e_top1
45240,3.3295,5929697280,old_baseline_4e_top1
45250,3.213,5931008000,old_baseline_4e_top1
45260,3.2569,5932318720,old_baseline_4e_top1
45270,3.3229,5933629440,old_baseline_4e_top1
45280,3.2742,5934940160,old_baseline_4e_top1
45290,3.3155,5936250880,old_baseline_4e_top1
45300,3.3256,5937561600,old_baseline_4e_top1
45310,3.1959,5938872320,old_baseline_4e_top1
45320,3.2632,5940183040,old_baseline_4e_top1
45330,3.2522,5941493760,old_baseline_4e_top1
45340,3.2674,5942804480,old_baseline_4e_top1
45350,3.2091,5944115200,old_baseline_4e_top1
45360,3.3169,5945425920,old_baseline_4e_top1
45370,3.2788,5946736640,old_baseline_4e_top1
45380,3.3054,5948047360,old_baseline_4e_top1
45390,3.3204,5949358080,old_baseline_4e_top1
45400,3.2936,5950668800,old_baseline_4e_top1
45410,3.2914,5951979520,old_baseline_4e_top1
45420,3.3342,5953290240,old_baseline_4e_top1
45430,3.3917,5954600960,old_baseline_4e_top1
45440,3.2904,5955911680,old_baseline_4e_top1
45450,3.354,5957222400,old_baseline_4e_top1
45460,3.2383,5958533120,old_baseline_4e_top1
45470,3.4243,5959843840,old_baseline_4e_top1
45480,3.3546,5961154560,old_baseline_4e_top1
45490,3.3435,5962465280,old_baseline_4e_top1
45500,3.2934,5963776000,old_baseline_4e_top1
45510,3.3181,5965086720,old_baseline_4e_top1
45520,3.3954,5966397440,old_baseline_4e_top1
45530,3.332,5967708160,old_baseline_4e_top1
45540,3.2982,5969018880,old_baseline_4e_top1
45550,3.2646,5970329600,old_baseline_4e_top1
45560,3.3346,5971640320,old_baseline_4e_top1
45570,3.2857,5972951040,old_baseline_4e_top1
45580,3.2844,5974261760,old_baseline_4e_top1
45590,3.3382,5975572480,old_baseline_4e_top1
45600,3.3506,5976883200,old_baseline_4e_top1
45610,3.3615,5978193920,old_baseline_4e_top1
45620,3.2244,5979504640,old_baseline_4e_top1
45630,3.3874,5980815360,old_baseline_4e_top1
45640,3.2752,5982126080,old_baseline_4e_top1
45650,3.3021,5983436800,old_baseline_4e_top1
45660,3.2399,5984747520,old_baseline_4e_top1
45670,3.3347,5986058240,old_baseline_4e_top1
45680,3.3991,5987368960,old_baseline_4e_top1
45690,3.2968,5988679680,old_baseline_4e_top1
45700,3.3016,5989990400,old_baseline_4e_top1
45710,3.4219,5991301120,old_baseline_4e_top1
45720,3.3366,5992611840,old_baseline_4e_top1
45730,3.2562,5993922560,old_baseline_4e_top1
45740,3.3185,5995233280,old_baseline_4e_top1
45750,3.3419,5996544000,old_baseline_4e_top1
45760,3.3098,5997854720,old_baseline_4e_top1
45770,3.2599,5999165440,old_baseline_4e_top1
45780,3.3901,6000476160,old_baseline_4e_top1
45790,3.3027,6001786880,old_baseline_4e_top1
45800,3.343,6003097600,old_baseline_4e_top1
45810,3.3195,6004408320,old_baseline_4e_top1
45820,3.3764,6005719040,old_baseline_4e_top1
45830,3.2694,6007029760,old_baseline_4e_top1
45840,3.3596,6008340480,old_baseline_4e_top1
45850,3.3476,6009651200,old_baseline_4e_top1
45860,3.2369,6010961920,old_baseline_4e_top1
45870,3.3222,6012272640,old_baseline_4e_top1
45880,3.2692,6013583360,old_baseline_4e_top1
45890,3.34,6014894080,old_baseline_4e_top1
45900,3.3064,6016204800,old_baseline_4e_top1
45910,3.3077,6017515520,old_baseline_4e_top1
45920,3.3081,6018826240,old_baseline_4e_top1
45930,3.3137,6020136960,old_baseline_4e_top1
45940,3.2907,6021447680,old_baseline_4e_top1
45950,3.3227,6022758400,old_baseline_4e_top1
45960,3.3678,6024069120,old_baseline_4e_top1
45970,3.3726,6025379840,old_baseline_4e_top1
45980,3.368,6026690560,old_baseline_4e_top1
45990,3.306,6028001280,old_baseline_4e_top1
46000,3.3526,6029312000,old_baseline_4e_top1
46010,3.3452,6030622720,old_baseline_4e_top1
46020,3.3678,6031933440,old_baseline_4e_top1
46030,3.3139,6033244160,old_baseline_4e_top1
46040,3.2639,6034554880,old_baseline_4e_top1
46050,3.3233,6035865600,old_baseline_4e_top1
46060,3.3233,6037176320,old_baseline_4e_top1
46070,3.3165,6038487040,old_baseline_4e_top1
46080,3.3936,6039797760,old_baseline_4e_top1
46090,3.2857,6041108480,old_baseline_4e_top1
46100,3.315,6042419200,old_baseline_4e_top1
46110,3.3044,6043729920,old_baseline_4e_top1
46120,3.3041,6045040640,old_baseline_4e_top1
46130,3.3237,6046351360,old_baseline_4e_top1
46140,3.2998,6047662080,old_baseline_4e_top1
46150,3.3268,6048972800,old_baseline_4e_top1
46160,3.3571,6050283520,old_baseline_4e_top1
46170,3.2995,6051594240,old_baseline_4e_top1
46180,3.3877,6052904960,old_baseline_4e_top1
46190,3.2273,6054215680,old_baseline_4e_top1
46200,3.306,6055526400,old_baseline_4e_top1
46210,3.3238,6056837120,old_baseline_4e_top1
46220,3.3003,6058147840,old_baseline_4e_top1
46230,3.3499,6059458560,old_baseline_4e_top1
46240,3.3537,6060769280,old_baseline_4e_top1
46250,3.2417,6062080000,old_baseline_4e_top1
46260,3.3178,6063390720,old_baseline_4e_top1
46270,3.2802,6064701440,old_baseline_4e_top1
