layer,head,representation,left_group,right_group,centroid_cosine,centroid_l2,left_centroid_norm,right_centroid_norm
1,7,weighted_value,score_tail_10pct,score_top_90pct,0.004436736926436424,0.0002730610140133649,4.408669818101174e-10,0.0002730610722210258
1,8,key,score_top_1pct,score_top_90pct,0.9934146404266357,11.94715404510498,104.1011962890625,102.72930145263672
1,8,key,score_tail_10pct,score_top_1pct,0.986245334148407,17.207542419433594,102.8411865234375,104.1011962890625
1,8,key,score_tail_10pct,score_top_90pct,0.9980155229568481,6.475976467132568,102.8411865234375,102.72930145263672
1,8,value,score_top_1pct,score_top_90pct,-0.5021429061889648,0.49466708302497864,0.2602190673351288,0.3098500669002533
1,8,value,score_tail_10pct,score_top_1pct,-0.6219041347503662,0.7325513362884521,0.5418069958686829,0.2602190673351288
1,8,value,score_tail_10pct,score_top_90pct,0.9389559626579285,0.2725803554058075,0.5418069958686829,0.3098500669002533
1,8,weighted_value,score_top_1pct,score_top_90pct,0.08091802150011063,0.00238432502374053,0.002389179775491357,0.00031249740277417004
1,8,weighted_value,score_tail_10pct,score_top_1pct,0.11036328971385956,0.0023891732562333345,5.9151755493758174e-08,0.002389179775491357
1,8,weighted_value,score_tail_10pct,score_top_90pct,0.511629045009613,0.00031246713479049504,5.9151755493758174e-08,0.00031249740277417004
1,9,key,score_top_1pct,score_top_90pct,0.9930516481399536,12.229475021362305,103.84917449951172,102.67122650146484
1,9,key,score_tail_10pct,score_top_1pct,0.9857079982757568,17.545499801635742,103.69961547851562,103.84917449951172
1,9,key,score_tail_10pct,score_top_90pct,0.9979590177536011,6.6721882820129395,103.69961547851562,102.67122650146484
