layer,head,representation,component,singular_value,energy_ratio
6,10,key,3,907.4884033203125,0.0675487299709024
6,10,key,4,846.64013671875,0.05879396189406775
6,10,key,5,689.2017211914062,0.038960787525730324
6,10,key,6,640.0133666992188,0.03359797547463923
6,10,key,7,590.233154296875,0.028574735675625643
6,10,key,8,538.6071166992188,0.023794643098680568
6,10,value,1,119.28447723388672,0.07966840173802588
6,10,value,2,105.12076568603516,0.06187215926314893
6,10,value,3,79.90995025634766,0.03575361523387487
6,10,value,4,74.83334350585938,0.03135512531285152
6,10,value,5,70.86526489257812,0.02811804173314697
6,10,value,6,67.71111297607422,0.025670725708947215
6,10,value,7,67.1475601196289,0.025245194145408233
6,10,value,8,61.51357650756836,0.021186547852373932
6,10,weighted_value,1,5.19026517868042,0.2664421161788574
6,10,weighted_value,2,3.6557745933532715,0.132185129400007
6,10,weighted_value,3,3.0435938835144043,0.09162145519440353
6,10,weighted_value,4,2.7424044609069824,0.07438524423549037
6,10,weighted_value,5,2.3348748683929443,0.05392013876507943
6,10,weighted_value,6,2.1816823482513428,0.0470767871162968
6,10,weighted_value,7,2.1361985206604004,0.045134329996233576
6,10,weighted_value,8,1.945521593093872,0.037436556165693934
6,11,key,1,1508.9400634765625,0.18528486500177907
6,11,key,2,1161.7734375,0.10983451879731636
6,11,key,3,910.7333374023438,0.06749606196288926
6,11,key,4,843.7904663085938,0.057938226150649474
6,11,key,5,701.5238037109375,0.04004799610738742
6,11,key,6,634.013427734375,0.032710928978464476
6,11,key,7,594.01416015625,0.02871372667632667
6,11,key,8,548.209716796875,0.02445622516837981
6,11,value,1,118.1999740600586,0.07783810181390648
6,11,value,2,104.69979858398438,0.061072987729683545
6,11,value,3,81.28274536132812,0.03680901546059677
6,11,value,4,75.293212890625,0.03158414561956911
6,11,value,5,71.23706817626953,0.02827284738178201
6,11,value,6,67.61827087402344,0.02547332260712498
6,11,value,7,67.06086730957031,0.0250550807018421
6,11,value,8,61.589332580566406,0.02113335603765298
6,11,weighted_value,1,5.143150329589844,0.2782479368355844
6,11,weighted_value,2,3.400846481323242,0.12165993251466033
6,11,weighted_value,3,2.926384925842285,0.09008166770544003
6,11,weighted_value,4,2.6306426525115967,0.07279427591289124
6,11,weighted_value,5,2.419512987136841,0.06157854611910534
6,11,weighted_value,6,2.2104787826538086,0.05139799964688536
6,11,weighted_value,7,2.0519087314605713,0.04428835960580341
6,11,weighted_value,8,1.8424822092056274,0.03570920009098419
6,12,key,1,944.2568969726562,0.07755816615986813
6,12,key,2,800.0543823242188,0.05567833212796161
6,12,key,3,781.209228515625,0.05308623564024666
6,12,key,4,768.6102905273438,0.051387748492064116
6,12,key,5,683.4689331054688,0.04063354916079175
6,12,key,6,631.50146484375,0.03468933105487415
6,12,key,7,564.0639038085938,0.027676031612276664
6,12,key,8,542.296630859375,0.025581205884523985
6,12,value,1,115.60916137695312,0.0969292670829594
6,12,value,2,96.14181518554688,0.06703398874876115
6,12,value,3,81.34017944335938,0.04798225776966024
6,12,value,4,75.02622985839844,0.040822225156557125
6,12,value,5,68.47551727294922,0.03400486621212716
6,12,value,6,65.57381439208984,0.03118396406658753
6,12,value,7,60.103763580322266,0.026198339286442895
6,12,value,8,56.758094787597656,0.023362862077197167
6,12,weighted_value,1,6.400296688079834,0.33121604790260895
6,12,weighted_value,2,3.934314727783203,0.12515533164812717
6,12,weighted_value,3,3.615013599395752,0.10566496876604606
6,12,weighted_value,4,2.696178913116455,0.058777156710392124
6,12,weighted_value,5,2.5231783390045166,0.05147626802730529
6,12,weighted_value,6,2.1845791339874268,0.03858750693244733
6,12,weighted_value,7,2.025676965713501,0.03317810196832551
6,12,weighted_value,8,1.9153679609298706,0.029663035754950755
6,13,key,1,907.384521484375,0.07334297256652877
6,13,key,2,816.6534423828125,0.05940888050438164
6,13,key,3,777.2105712890625,0.05380878336967056
6,13,key,4,745.47509765625,0.049504201034546336
6,13,key,5,672.21484375,0.04025241773192671
6,13,key,6,624.2152709960938,0.03470919592355613
6,13,key,7,566.8648681640625,0.028624298937193805
6,13,key,8,542.5531616210938,0.026221671462688882
6,13,value,1,134.0153045654297,0.13040846112863674
6,13,value,2,96.62250518798828,0.06778811565282718
6,13,value,3,78.99322509765625,0.04530818503195812
6,13,value,4,73.67963409423828,0.039417755882687255
6,13,value,5,69.00318908691406,0.03457285942238703
6,13,value,6,63.50340270996094,0.02928134140419999
6,13,value,7,58.06367492675781,0.024479695625765446
6,13,value,8,54.42204666137695,0.021505359920278407
6,13,weighted_value,1,5.616539001464844,0.29615928834435024
6,13,weighted_value,2,3.401327133178711,0.10861369961957489
6,13,weighted_value,3,3.2122066020965576,0.09687121359918954
6,13,weighted_value,4,2.6650335788726807,0.06667962837025875
6,13,weighted_value,5,2.459378719329834,0.05678565263770241
6,13,weighted_value,6,2.42877459526062,0.0553811822958313
6,13,weighted_value,7,2.024446964263916,0.0384769472002494
6,13,weighted_value,8,1.8654398918151855,0.03267008913559329
6,14,key,1,1431.2705078125,0.24003533813979877
6,14,key,2,828.5214233398438,0.08043391794238015
6,14,key,3,700.3120727539062,0.057466528828277734
6,14,key,4,664.3392333984375,0.051714405988960044
6,14,key,5,619.3601684570312,0.04494881872319828
6,14,key,6,568.174072265625,0.037826360874398314
6,14,key,7,497.5677490234375,0.02900922885340901
6,14,key,8,420.1963195800781,0.02068884409579397
6,14,value,1,92.47888946533203,0.06155475811873014
6,14,value,2,82.14752960205078,0.0485697012828565
6,14,value,3,69.72698211669922,0.03499275650641172
6,14,value,4,62.68720245361328,0.028283568001995836
6,14,value,5,61.875797271728516,0.02755611782713377
6,14,value,6,56.35179138183594,0.022855560190871496
6,14,value,7,53.137115478515625,0.020322277055427582
6,14,value,8,52.72068786621094,0.02000499989221112
6,14,weighted_value,1,2.1391239166259766,0.18479742593838355
6,14,weighted_value,2,1.7213208675384521,0.11965964174136809
6,14,weighted_value,3,1.4834752082824707,0.08887602376623022
6,14,weighted_value,4,1.2401703596115112,0.06211360351832108
6,14,weighted_value,5,1.171006202697754,0.05537865730581082
6,14,weighted_value,6,1.004837989807129,0.04077707996417427
6,14,weighted_value,7,0.8930740356445312,0.032210610584163676
6,14,weighted_value,8,0.8834349513053894,0.03151905479723254
6,15,key,1,1494.790771484375,0.2567122091036409
6,15,key,2,803.5886840820312,0.07419136015508099
6,15,key,3,771.8782958984375,0.06845156264049158
6,15,key,4,644.5193481445312,0.047726284576152626
6,15,key,5,609.8041381835938,0.04272346248901476
6,15,key,6,533.024658203125,0.032642266698195595
6,15,key,7,498.04302978515625,0.028498331958193727
6,15,key,8,430.38714599609375,0.02128160079801658
6,15,value,1,101.35875701904297,0.07184144037761514
6,15,value,2,85.08486938476562,0.050624080950465264
6,15,value,3,72.0074234008789,0.03625826519767947
6,15,value,4,66.39176940917969,0.030823430029278946
6,15,value,5,62.1102409362793,0.0269760840968159
6,15,value,6,60.71711349487305,0.025779513233320846
6,15,value,7,57.68874740600586,0.02327205300575888
6,15,value,8,53.658504486083984,0.02013397882570392
6,15,weighted_value,1,4.843120098114014,0.2964817032486389
6,15,weighted_value,2,2.9494996070861816,0.10996237338190862
6,15,weighted_value,3,2.4864683151245117,0.07814717417918696
6,15,weighted_value,4,2.4147510528564453,0.073704184922555
6,15,weighted_value,5,2.0268452167510986,0.05192644470108466
6,15,weighted_value,6,1.6895393133163452,0.03608145339046452
6,15,weighted_value,7,1.656619906425476,0.03468911107058483
6,15,weighted_value,8,1.488325834274292,0.027999060576967463
7,0,key,1,1333.9715576171875,0.26306524424045885
7,0,key,2,788.6666870117188,0.09195118436150053
7,0,key,3,652.3173828125,0.0629054447529243
7,0,key,4,545.67919921875,0.04401950274126305
7,0,key,5,518.6805419921875,0.03977134202786015
7,0,key,6,499.0244445800781,0.03681408187037494
7,0,key,7,457.17529296875,0.030898389082657428
7,0,key,8,444.7934265136719,0.029247385841384036
7,0,value,1,159.4109649658203,0.06732386514706877
7,0,value,2,118.24279022216797,0.03704093994717574
7,0,value,3,111.61341094970703,0.03300391204645082
7,0,value,4,107.24259185791016,0.030469635791909467
7,0,value,5,93.713623046875,0.023266878221708854
7,0,value,6,91.26676177978516,0.022067744310573366
7,0,value,7,87.13352966308594,0.020114223622361833
7,0,value,8,84.77980041503906,0.019042213917586898
7,0,weighted_value,1,6.951066017150879,0.15131994071803928
7,0,weighted_value,2,6.095452785491943,0.1163604197821269
7,0,weighted_value,3,4.798922061920166,0.0721241535847665
7,0,weighted_value,4,4.325383186340332,0.0585925651381819
7,0,weighted_value,5,3.9706838130950928,0.04937691438390985
7,0,weighted_value,6,3.69669508934021,0.04279771646892712
7,0,weighted_value,7,3.4644293785095215,0.0375886528878358
7,0,weighted_value,8,3.370633602142334,0.03558085894719851
7,1,key,1,1380.4271240234375,0.2781031285252533
7,1,key,2,791.891357421875,0.09151875691080007
7,1,key,3,640.3822631835938,0.059849082297765026
7,1,key,4,528.3929443359375,0.04074674541243751
7,1,key,5,510.5782165527344,0.03804551525580427
7,1,key,6,497.1996154785156,0.036077835528267314
7,1,key,7,460.64892578125,0.030968418810086072
7,1,key,8,439.98443603515625,0.02825228211741529
7,1,value,1,150.70298767089844,0.06026808798724182
7,1,value,2,118.88063049316406,0.03750298952832035
7,1,value,3,108.80279541015625,0.031414040285401595
7,1,value,4,103.21272277832031,0.028268981339619127
7,1,value,5,93.48820495605469,0.023193021539013446
7,1,value,6,91.68714141845703,0.02230799582544491
7,1,value,7,86.338623046875,0.019781258822717335
7,1,value,8,85.21926879882812,0.01927166759675076
7,1,weighted_value,1,8.197053909301758,0.2046701015504383
7,1,weighted_value,2,5.645202159881592,0.09707285895143729
7,1,weighted_value,3,4.990901947021484,0.07587468441600285
7,1,weighted_value,4,4.38170862197876,0.05848248400952312
7,1,weighted_value,5,4.030492782592773,0.049482897039701525
7,1,weighted_value,6,3.857114553451538,0.04531728646163994
7,1,weighted_value,7,3.699398994445801,0.04168705072817639
7,1,weighted_value,8,3.354236602783203,0.03427095526582505
7,2,key,1,1845.308837890625,0.38416988707274435
7,2,key,2,963.3232421875,0.10469580337981359
7,2,key,3,788.8338012695312,0.07020308866960544
7,2,key,4,753.8818969726562,0.06411975080179211
7,2,key,5,577.2521362304688,0.03759380583183872
7,2,key,6,567.1543579101562,0.036290064775071976
7,2,key,7,533.802978515625,0.03214749829186957
7,2,key,8,506.9404602050781,0.028993397244934126
7,2,value,1,183.03968811035156,0.08190796725929446
7,2,value,2,155.59898376464844,0.05919010716704231
7,2,value,3,134.31019592285156,0.044101522130066906
7,2,value,4,111.6966552734375,0.030501131507941124
7,2,value,5,105.50016021728516,0.02721083395289556
7,2,value,6,101.5086898803711,0.0251908057504447
7,2,value,7,96.28936767578125,0.022666908071872265
7,2,value,8,90.81987762451172,0.02016496342227111
7,2,weighted_value,1,8.589532852172852,0.21207884775282348
7,2,weighted_value,2,5.663984298706055,0.09221516476553396
7,2,weighted_value,3,5.018787384033203,0.07240288310358327
7,2,weighted_value,4,4.852569580078125,0.06768646104159325
7,2,weighted_value,5,4.61121940612793,0.06112091381671938
7,2,weighted_value,6,4.053147315979004,0.04722185495381097
7,2,weighted_value,7,3.680521249771118,0.03893829437306685
7,2,weighted_value,8,3.5902822017669678,0.037052322659602004
7,3,key,1,1839.9554443359375,0.3825640646893485
7,3,key,2,973.9409790039062,0.10719014020190762
7,3,key,3,785.114990234375,0.06965560988629793
7,3,key,4,748.8453979492188,0.06336856763858463
7,3,key,5,579.9814453125,0.03801174087699696
7,3,key,6,567.5218505859375,0.03639609038157655
7,3,key,7,528.61962890625,0.03157738274960915
7,3,key,8,511.30059814453125,0.029542154278437028
7,3,value,1,184.48521423339844,0.0830494453929952
7,3,value,2,154.25938415527344,0.05806531591028538
7,3,value,3,133.75538635253906,0.04365521858458706
7,3,value,4,112.35809326171875,0.030805079068342563
7,3,value,5,105.2689208984375,0.027040452125332563
7,3,value,6,100.96414184570312,0.024874131353342047
7,3,value,7,96.16658020019531,0.022566382821948873
7,3,value,8,90.96878814697266,0.02019288747886016
7,3,weighted_value,1,8.362347602844238,0.21899362067886627
7,3,weighted_value,2,5.800493240356445,0.10536706468440116
7,3,weighted_value,3,4.844979763031006,0.07351212320335737
7,3,weighted_value,4,4.159237384796143,0.054175440056317685
7,3,weighted_value,5,3.630181312561035,0.04126973357279131
7,3,weighted_value,6,3.590756416320801,0.04037819694495831
7,3,weighted_value,7,3.3738179206848145,0.035646616436820884
7,3,weighted_value,8,3.026655673980713,0.028688052337588216
7,4,key,1,1125.5291748046875,0.19985859934715794
7,4,key,2,864.4132690429688,0.11788327030339407
7,4,key,3,716.561767578125,0.08100588867957362
7,4,key,4,609.6642456054688,0.058639570143710115
7,4,key,5,542.8372192382812,0.046488823976033336
7,4,key,6,492.0015869140625,0.038189355837382616
7,4,key,7,456.0487060546875,0.032811930388325486
7,4,key,8,427.9496765136719,0.028893139251662387
7,4,value,1,159.70265197753906,0.06941488334068344
7,4,value,2,124.08059692382812,0.041902129081175216
7,4,value,3,111.30513000488281,0.033717759191687784
7,4,value,4,104.24475860595703,0.029575820255191166
7,4,value,5,97.05763244628906,0.02563821166374031
7,4,value,6,90.21605682373047,0.02215113705104426
7,4,value,7,88.33854675292969,0.021238744629674
7,4,value,8,86.9173355102539,0.020560854079245686
7,4,weighted_value,1,4.734174728393555,0.1287593400580562
7,4,weighted_value,2,4.376580715179443,0.1100424019171904
7,4,weighted_value,3,3.9375977516174316,0.08907439336037214
7,4,weighted_value,4,3.3692586421966553,0.06521670886910372
7,4,weighted_value,5,3.125385284423828,0.05611736913946486
7,4,weighted_value,6,2.8937559127807617,0.04810763065557955
7,4,weighted_value,7,2.507085084915161,0.03611006938597523
7,4,weighted_value,8,2.505012273788452,0.03605038380766295
7,5,key,1,1191.8885498046875,0.23127198033184965
7,5,key,2,758.840087890625,0.09374589404485364
7,5,key,3,696.471435546875,0.078969309871077
7,5,key,4,552.0478515625,0.04961410620986549
7,5,key,5,483.8345947265625,0.038110580087699325
7,5,key,6,480.179443359375,0.03753693873823602
7,5,key,7,439.2670593261719,0.031412969839379676
7,5,key,8,423.3315124511719,0.029175138091676135
7,5,value,1,134.55551147460938,0.048387960743664915
7,5,value,2,112.38219451904297,0.03375431924997028
7,5,value,3,104.46817016601562,0.029167708591033226
7,5,value,4,100.55390167236328,0.02702291468570153
7,5,value,5,95.58097839355469,0.02441615539490358
7,5,value,6,90.1313247680664,0.021711300868478247
7,5,value,7,87.79647064208984,0.02060100713932543
7,5,value,8,85.2204818725586,0.019409855753717262
7,5,weighted_value,1,3.454805374145508,0.10574083759530213
7,5,weighted_value,2,2.9869840145111084,0.07904262778460136
7,5,weighted_value,3,2.8912038803100586,0.07405476521908504
7,5,weighted_value,4,2.590763568878174,0.05946359146369064
7,5,weighted_value,5,2.419635057449341,0.051867499298685775
7,5,weighted_value,6,2.2586922645568848,0.04519700970549961
7,5,weighted_value,7,2.0952529907226562,0.03889273743404248
7,5,weighted_value,8,1.9234880208969116,0.032777403324461205
7,6,key,1,1326.1116943359375,0.2491882021075668
7,6,key,2,993.4207763671875,0.13984074983197817
7,6,key,3,639.4400024414062,0.05793844967267716
7,6,key,4,599.544677734375,0.050934303396261774
7,6,key,5,527.9574584960938,0.0394970924015463
7,6,key,6,478.3932189941406,0.03242927929393801
7,6,key,7,445.46844482421875,0.028119083310476033
7,6,key,8,420.0769958496094,0.02500489676040766
7,6,value,1,140.37281799316406,0.06410734384038813
7,6,value,2,113.54857635498047,0.04194740828567518
7,6,value,3,97.68101501464844,0.03104288483219897
7,6,value,4,92.34309387207031,0.02774281899395458
7,6,value,5,88.84664916992188,0.025681704965066957
7,6,value,6,86.6398696899414,0.02442178069452854
7,6,value,7,83.30297088623047,0.022576817717531245
7,6,value,8,81.62641906738281,0.021677202527514924
7,6,weighted_value,1,4.002782821655273,0.26644348106966576
7,6,weighted_value,2,3.2804369926452637,0.1789552508372508
7,6,weighted_value,3,1.9672975540161133,0.06436075772274959
7,6,weighted_value,4,1.6438515186309814,0.044937221777098545
7,6,weighted_value,5,1.5384842157363892,0.03936109160693108
7,6,weighted_value,6,1.4613837003707886,0.03551481548574911
7,6,weighted_value,7,1.2562170028686523,0.02624281259141558
7,6,weighted_value,8,1.1694917678833008,0.022744447036935615
7,7,key,1,1308.2158203125,0.2432709995608299
7,7,key,2,1034.9256591796875,0.1522473897068282
7,7,key,3,658.6869506835938,0.061672231856219645
7,7,key,4,584.0474243164062,0.0484872744133308
7,7,key,5,506.3292541503906,0.03644161257637587
7,7,key,6,469.7585144042969,0.03136756935916022
7,7,key,7,451.198974609375,0.0289379494759223
7,7,key,8,421.1309814453125,0.02520959861498078
7,7,value,1,122.00507354736328,0.05017239798377436
7,7,value,2,103.66986846923828,0.0362254818988244
7,7,value,3,100.97201538085938,0.034364586774501056
7,7,value,4,91.17764282226562,0.028021139821722798
7,7,value,5,88.87171936035156,0.0266217279566643
7,7,value,6,85.64740753173828,0.024725069444247308
7,7,value,7,82.41668701171875,0.02289493326453104
7,7,value,8,81.44734954833984,0.0223595463859095
7,7,weighted_value,1,4.465753555297852,0.2221552778372968
7,7,weighted_value,2,3.0794568061828613,0.10563683088152036
7,7,weighted_value,3,2.684152364730835,0.08025672978216729
7,7,weighted_value,4,2.162849187850952,0.052109823925904936
7,7,weighted_value,5,2.120912551879883,0.05010864450813414
7,7,weighted_value,6,1.998649001121521,0.044497969275876424
7,7,weighted_value,7,1.8988821506500244,0.04016642271189056
7,7,weighted_value,8,1.5767539739608765,0.02769459373049059
7,8,key,1,1487.2657470703125,0.27263874000240407
7,8,key,2,866.3876953125,0.09251985971036106
7,8,key,3,759.19287109375,0.07104191454080099
7,8,key,4,669.7487182617188,0.05528842221339206
7,8,key,5,496.48907470703125,0.030382940747925642
7,8,key,6,485.0852355957031,0.029003240700354087
7,8,key,7,472.40142822265625,0.02750634070950178
7,8,key,8,458.1401672363281,0.025870638904663706
7,8,value,1,141.21206665039062,0.06166787149119478
7,8,value,2,113.66092681884766,0.03995192657326185
7,8,value,3,103.4343032836914,0.033086019975783955
7,8,value,4,100.99545288085938,0.03154416114255405
7,8,value,5,92.97452545166016,0.02673272811564137
7,8,value,6,90.45366668701172,0.025302748190405032
7,8,value,7,85.14263916015625,0.022418655139449913
7,8,value,8,80.97636413574219,0.02027831600334594
7,8,weighted_value,1,5.885003566741943,0.24252749144435237
7,8,weighted_value,2,3.6766648292541504,0.09466198242636258
7,8,weighted_value,3,3.513873815536499,0.08646489879184259
7,8,weighted_value,4,3.233576536178589,0.0732206877033773
7,8,weighted_value,5,3.0244603157043457,0.06405651318418608
7,8,weighted_value,6,2.756741762161255,0.05321813916494374
7,8,weighted_value,7,2.1980786323547363,0.033834048138890814
7,8,weighted_value,8,1.9474513530731201,0.026558329192758974
7,9,key,1,1517.1959228515625,0.282117504251115
7,9,key,2,858.4703369140625,0.0903227779270905
7,9,key,3,759.42333984375,0.07068293591085222
7,9,key,4,661.3948974609375,0.05361278642671134
7,9,key,5,497.7156982421875,0.030360531978566592
7,9,key,6,487.2079772949219,0.029092127382110443
7,9,key,7,467.3899230957031,0.026773514812550855
7,9,key,8,462.0729064941406,0.02616782991889236
7,9,value,1,141.69371032714844,0.06237535258236496
7,9,value,2,111.57073974609375,0.03867341231243108
7,9,value,3,102.9476089477539,0.03292641112264811
7,9,value,4,100.3095932006836,0.03126056380067304
7,9,value,5,93.30818939208984,0.027049011127663083
7,9,value,6,89.49488067626953,0.02488331600025972
7,9,value,7,84.8411636352539,0.022362744454937106
7,9,value,8,81.04215240478516,0.020404868584715855
7,9,weighted_value,1,7.049739837646484,0.17686622531703453
7,9,weighted_value,2,4.665687084197998,0.07746935563915697
7,9,weighted_value,3,4.332742691040039,0.06680739280548972
7,9,weighted_value,4,4.135222911834717,0.060855043578139825
7,9,weighted_value,5,3.5791714191436768,0.04558938403671525
7,9,weighted_value,6,3.435516834259033,0.04200324937752227
7,9,weighted_value,7,3.3561272621154785,0.040084416691821216
7,9,weighted_value,8,3.2430942058563232,0.03742983007369946
7,10,key,1,1749.2010498046875,0.330236685225512
7,10,key,2,911.9202880859375,0.08975519885113362
7,10,key,3,830.6417236328125,0.07446862621427024
7,10,key,4,728.5515747070312,0.0572883692791591
7,10,key,5,602.5090942382812,0.03918077938638621
7,10,key,6,597.8282470703125,0.038574359219033766
7,10,key,7,549.04443359375,0.032535751582351585
7,10,key,8,538.4456787109375,0.03129173541928701
7,10,value,1,141.37416076660156,0.06414358287160891
7,10,value,2,106.17112731933594,0.036176453758678985
7,10,value,3,100.27932739257812,0.03227274895216696
7,10,value,4,88.70631408691406,0.025253536354069118
7,10,value,5,87.70528411865234,0.02468679180891794
7,10,value,6,81.48527526855469,0.021309409191008263
7,10,value,7,77.35114288330078,0.019202006163630034
7,10,value,8,75.6430435180664,0.018363316685212343
7,10,weighted_value,1,7.228058815002441,0.1516734922699009
7,10,weighted_value,2,6.161621570587158,0.11021897660656105
7,10,weighted_value,3,4.7530412673950195,0.06558575176194482
7,10,weighted_value,4,4.348029136657715,0.05488469085023709
7,10,weighted_value,5,3.9792113304138184,0.04596850079423956
7,10,weighted_value,6,3.7952394485473633,0.041816212490141266
7,10,weighted_value,7,3.6586596965789795,0.0388606771079996
7,10,weighted_value,8,3.435453414916992,0.03426371575716596
7,11,key,1,1782.920654296875,0.33989542894751273
7,11,key,2,895.5264282226562,0.08575078527640438
7,11,key,3,831.7355346679688,0.07396935040720565
7,11,key,4,718.8472900390625,0.055252835653207245
7,11,key,5,601.5081787109375,0.03868693871395452
7,11,key,6,596.4683837890625,0.03804136999579958
7,11,key,7,552.9900512695312,0.03269760386401801
7,11,key,8,543.3564453125,0.03156828130544871
7,11,value,1,134.29647827148438,0.05826930389464761
7,11,value,2,102.5602798461914,0.03398356813887641
7,11,value,3,98.10003662109375,0.03109201873562473
7,11,value,4,88.93354797363281,0.025552995537221117
7,11,value,5,86.66581726074219,0.02426645046603491
7,11,value,6,80.96969604492188,0.021181445744650314
7,11,value,7,77.77259063720703,0.019541761706971212
7,11,value,8,74.51776123046875,0.01794031974877642
7,11,weighted_value,1,6.4679365158081055,0.19926006348800723
7,11,weighted_value,2,4.425318717956543,0.09327771024519427
7,11,weighted_value,3,3.518693447113037,0.05897278415412306
7,11,weighted_value,4,3.390242338180542,0.05474573029594915
7,11,weighted_value,5,3.2727367877960205,0.05101653093643581
7,11,weighted_value,6,2.6910240650177,0.034492441018149946
7,11,weighted_value,7,2.618168354034424,0.03265005413264991
7,11,weighted_value,8,2.525881052017212,0.03038887042244107
7,12,key,1,1667.0863037109375,0.3462181337027831
7,12,key,2,855.3176879882812,0.0911357035686253
7,12,key,3,693.8281860351562,0.05997047949181492
7,12,key,4,618.3646240234375,0.04763464316182908
7,12,key,5,519.8388671875,0.03366442021291787
7,12,key,6,513.7504272460938,0.032880471461498716
7,12,key,7,494.0880126953125,0.03041181071770395
7,12,key,8,481.6760559082031,0.02890305572390647
7,12,value,1,160.05833435058594,0.06822000267311122
7,12,value,2,133.37802124023438,0.047372214384124346
7,12,value,3,113.96454620361328,0.034585549241352286
7,12,value,4,106.8942642211914,0.030427337411828927
7,12,value,5,100.7654800415039,0.02703825765803374
7,12,value,6,95.15170288085938,0.024109504009254497
7,12,value,7,90.90747833251953,0.022006671878482494
7,12,value,8,89.39236450195312,0.02127923425929653
7,12,weighted_value,1,6.974602699279785,0.31376143741325857
7,12,weighted_value,2,3.140655279159546,0.06362109797026277
7,12,weighted_value,3,2.935393810272217,0.05557677821221474
7,12,weighted_value,4,2.6044230461120605,0.04375056624150286
7,12,weighted_value,5,2.566068172454834,0.04247144126183677
7,12,weighted_value,6,2.279982089996338,0.03352922304295464
7,12,weighted_value,7,2.1985583305358887,0.031177163739139105
7,12,weighted_value,8,1.9839578866958618,0.025387826239400856
7,13,key,1,1594.195556640625,0.32284098920268783
7,13,key,2,867.30029296875,0.09555303082004692
7,13,key,3,701.5274658203125,0.06251652629246363
7,13,key,4,635.648193359375,0.051326200322761965
7,13,key,5,508.77203369140625,0.032881524330008766
7,13,key,6,502.7950439453125,0.03211348638335838
7,13,key,7,491.66827392578125,0.030707881165838124
7,13,key,8,472.558349609375,0.028367192961831787
7,13,value,1,172.0539093017578,0.07924273541190087
7,13,value,2,138.9835205078125,0.05170791017597259
7,13,value,3,113.11327362060547,0.03424975838261016
7,13,value,4,110.58332061767578,0.03273479479450599
7,13,value,5,99.77864837646484,0.02665051477820048
7,13,value,6,96.03486633300781,0.024688132610670138
7,13,value,7,89.27825164794922,0.02133642839878666
7,13,value,8,88.18474578857422,0.02081695980470879
7,13,weighted_value,1,10.983304023742676,0.24291757837893782
7,13,weighted_value,2,7.448383808135986,0.11171642438652472
7,13,weighted_value,3,6.8445000648498535,0.09433576950515506
7,13,weighted_value,4,6.159054756164551,0.0763872829605091
7,13,weighted_value,5,4.829512119293213,0.04696771725795222
7,13,weighted_value,6,4.382689952850342,0.03867892799376601
7,13,weighted_value,7,4.014766216278076,0.03245737957409512
7,13,weighted_value,8,3.805305004119873,0.02915894971450021
7,14,key,1,1138.626220703125,0.2542563779047473
7,14,key,2,736.4789428710938,0.10637269508799581
7,14,key,3,624.4736938476562,0.07647822346780205
7,14,key,4,508.71258544921875,0.050752151614169363
7,14,key,5,422.80364990234375,0.035057984924635424
7,14,key,6,381.3330383300781,0.02851795385644736
7,14,key,7,342.6746826171875,0.023028917972461455
7,14,key,8,315.202392578125,0.019484465883295735
7,14,value,1,141.60693359375,0.07439019616767024
7,14,value,2,118.6166763305664,0.05219611370792994
7,14,value,3,94.66133880615234,0.03324236791505065
7,14,value,4,92.74882507324219,0.031912696386262374
7,14,value,5,86.14966583251953,0.027533020700936536
7,14,value,6,83.62379455566406,0.02594217638000597
7,14,value,7,79.06291198730469,0.02318954773777153
7,14,value,8,75.5770263671875,0.021189771205228008
7,14,weighted_value,1,2.8217813968658447,0.18796697158211492
7,14,weighted_value,2,2.1796133518218994,0.11214856778000983
7,14,weighted_value,3,1.9400932788848877,0.0888546242567894
7,14,weighted_value,4,1.7239118814468384,0.07015601919064549
7,14,weighted_value,5,1.4296445846557617,0.04824929583717385
7,14,weighted_value,6,1.287118911743164,0.039108589727652694
7,14,weighted_value,7,1.2031519412994385,0.03417242230024036
7,14,weighted_value,8,1.0965924263000488,0.028387379032758585
7,15,key,1,1161.1279296875,0.25917197741039105
7,15,key,2,743.642333984375,0.1063055917870629
7,15,key,3,639.3604736328125,0.07858134660432442
7,15,key,4,522.1881713867188,0.05241818253640367
7,15,key,5,453.0408630371094,0.03945505479147603
7,15,key,6,394.6397399902344,0.029938465142597424
7,15,key,7,354.7339172363281,0.02418985852572108
7,15,key,8,342.04864501953125,0.0224907349585281
7,15,value,1,145.14991760253906,0.08164401109882127
7,15,value,2,109.2353744506836,0.046239949308441886
7,15,value,3,95.67407989501953,0.03547148205451511
7,15,value,4,90.3001708984375,0.03159860356523919
7,15,value,5,85.08502960205078,0.028054146101318067
7,15,value,6,81.55953979492188,0.025777469339674352
7,15,value,7,75.36016845703125,0.02200769035647725
7,15,value,8,74.74720764160156,0.02165113620973078
7,15,weighted_value,1,2.2416868209838867,0.17339393228349223
7,15,weighted_value,2,1.77442467212677,0.10864235058592069
7,15,weighted_value,3,1.6077055931091309,0.08918607756492661
7,15,weighted_value,4,1.2507447004318237,0.053978568305847796
7,15,weighted_value,5,1.1624037027359009,0.04662276090914505
7,15,weighted_value,6,1.1448981761932373,0.0452290791476711
7,15,weighted_value,7,1.0333220958709717,0.03684303943435859
7,15,weighted_value,8,0.9616354703903198,0.031908395531111376
8,0,key,1,690.9459228515625,0.10476578621371399
8,0,key,2,515.4928588867188,0.05831451477843173
8,0,key,3,438.76727294921875,0.04224738309766335
