task,method,samples,score,mean_prompt_tokens,mean_generated_tokens,mean_configured_attention_fraction,mean_configured_candidate_fraction,mean_attention_link_ratio,mean_exact_qk_ratio,mean_temporal_reuse_rate,mean_gpu_kv_storage_ratio,mean_scan_dimension_fraction,mean_online_seconds,paired_online_speedup
niah_multivalue_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,3768.0,45.0,0.0687248322147651,0.0687248322147651,0.06802961695617121,0.0,0.0,1.0,0.0,3.229907251894474,0.537656977082138
niah_multivalue_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,7444.5,31.5,0.06008236693454505,0.06008236693454505,0.06004861685744968,0.0,0.0,1.0,0.0,2.5435647661797702,0.644380980048916
niah_single_1_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,15688.0,3.0,0.06,0.06,0.059920752099400856,0.0,0.0,1.0,0.0,1.1597485020756721,0.2340812590953333
niah_single_1_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32485.0,4.0,0.03944651607137354,0.03944651607137354,0.038338032901647605,0.0,0.0,1.0,0.0,1.3705008178949356,0.35119430017496595
niah_single_1_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,3688.0,21.0,0.07013698630136986,0.07013698630136986,0.06967908872073708,0.0,0.0,1.0,0.0,2.1770745208486915,0.3447265031450737
niah_single_1_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,7885.0,3.0,0.06000764428589629,0.06000764428589629,0.05992966091676177,0.0,0.0,1.0,0.0,1.0988092557527125,0.15881583881349817
niah_single_2_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,15981.0,3.0,0.060041407867494824,0.060041407867494824,0.06024583646185292,0.0,0.0,1.0,0.0,1.220004047267139,0.25921414768712175
niah_single_2_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32138.0,3.0,0.03987290511494611,0.03987290511494611,0.03846707409287262,0.0,0.0,1.0,0.0,1.376779937185347,0.4179437335661964
niah_single_2_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,3701.0,21.0,0.06988806988806989,0.06988806988806989,0.06988569014576998,0.0,0.0,1.0,0.0,1.9669791460037231,0.3830003838926785
niah_single_2_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,8074.5,3.0,0.060108271648405806,0.060108271648405806,0.060087547081882395,0.0,0.0,1.0,0.0,1.1467084223404527,0.17292711608585373
niah_single_3_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,15993.0,21.0,0.0600438733939204,0.0600438733939204,0.060232396553064456,0.0,0.0,1.0,0.0,2.093724451959133,0.835506703257509
niah_single_3_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32161.0,22.0,0.03984683871369424,0.03984683871369424,0.039060153014720114,0.0,0.0,1.0,0.0,2.491492645815015,1.2444838352422247
niah_single_3_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,3721.0,25.0,0.06947082767978291,0.06947082767978291,0.06990903554446826,0.0,0.0,1.0,0.0,2.174123093485832,0.42356313852941035
niah_single_3_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,7413.5,24.0,0.06006373139421281,0.06006373139421281,0.060182927233541496,0.0,0.0,1.0,0.0,2.1729735718108714,0.549747551691878
qa_hotpot_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.0,15351.0,3.0,0.06004438062916068,0.06004438062916068,0.05994574709321261,0.0,0.0,1.0,0.0,1.2054167548194528,0.2580961910343972
qa_hotpot_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32487.0,2.0,0.03943800838057678,0.03943800838057678,0.0391719772027703,0.0,0.0,1.0,0.0,1.3660578364506364,0.2912056506323341
qa_hotpot_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,3858.0,2.0,0.06682328373792744,0.06682328373792744,0.0656735433944538,0.0,0.0,1.0,0.0,1.0637877183035016,0.10764495222042476
qa_hotpot_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,0.5,7855.5,2.5,0.06009705870222244,0.06009705870222244,0.06004532562623552,0.0,0.0,1.0,0.0,1.1123221507295966,0.15354819362079514
qa_squad_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,13868.0,3.0,0.060067865136091254,0.060067865136091254,0.06003856115707693,0.0,0.0,1.0,0.0,1.2014722870662808,0.4359420779031592
qa_squad_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.0,32522.0,5.0,0.03938219186511599,0.03938219186511599,0.03837503290839073,0.0,0.0,1.0,0.0,1.4629903556779027,0.5057614881180921
qa_squad_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,3284.0,3.0,0.07833537331701346,0.07833537331701346,0.07740162037037036,0.0,0.0,1.0,0.0,1.1151503548026085,0.12973730232625139
qa_squad_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,7696.0,6.5,0.06006205544223452,0.06006205544223452,0.06049808961456474,0.0,0.0,1.0,0.0,1.3149200482293963,0.2667217164187445
vt_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,16330.0,17.0,0.060034410716480274,0.060034410716480274,0.060193922122190775,0.0,0.0,1.0,0.0,1.8929180474951863,0.8158494030812792
vt_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32645.0,14.0,0.03927705667556537,0.03927705667556537,0.03853811579702092,0.0,0.0,1.0,0.0,1.9702862594276667,1.1268975718711625
vt_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.0,3850.0,30.0,0.06747496046389036,0.06747496046389036,0.06773921911811952,0.0,0.0,1.0,0.0,2.3443816052749753,0.4912524981854471
vt_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,7922.5,14.5,0.06006482194609014,0.06006482194609014,0.059997630871007526,0.0,0.0,1.0,0.0,1.718569667544216,0.4789080138630099
ALL,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,65,0.8785256410256411,13341.36923076923,24.784615384615385,0.05844770811420081,0.05844770811420081,0.058278473476270715,0.0,0.0,1.0,0.0,2.289002491791661,0.7665854137816126
LENGTH_4096,full_kv,13,0.9153846153846155,3619.923076923077,31.615384615384617,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.1722735738238463,
LENGTH_8192,full_kv,26,0.9217948717948719,7592.692307692308,26.46153846153846,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.3620674912101374,
LENGTH_16384,full_kv,13,0.9076923076923078,15762.923076923076,21.615384615384617,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.9116629387896795,
LENGTH_32768,full_kv,13,0.8076923076923077,32138.615384615383,19.846153846153847,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.965508116552463,
LENGTH_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,13,0.9153846153846155,3619.923076923077,30.846153846153847,0.07217834084955307,0.07217834084955307,0.07178114820668531,0.0,0.0,1.0,0.0,2.4817777266009498,
LENGTH_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,26,0.9217948717948719,7592.692307692308,26.46153846153846,0.0600646667796879,0.0600646667796879,0.06014776679085313,0.0,0.0,1.0,0.0,2.2978583348986623,
LENGTH_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,13,0.8692307692307693,15762.923076923076,20.23076923076923,0.06003955500681135,0.06003955500681135,0.06015508183852624,0.0,0.0,1.0,0.0,2.0557089898592005,
LENGTH_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,13,0.8076923076923077,32138.615384615383,19.923076923076923,0.039891311155263856,0.039891311155263856,0.039160603754435704,0.0,0.0,1.0,0.0,2.3118090727008305,
